accelometer ODR: 3200 Hz
total # of rows: 117
counter, adxl X, vari X, adxl Y, vari Y, adxl Z, vari Z, Temp.,   light, magnet X, magnet Y, magnet Z
     34,    0.0,   0.63,    0.0,   0.24,    0.0,   0.39, 24.40,  58.680,   -199.4,   -172.6,     95.4
     35,    0.0,   0.63,    0.0,   0.24,    0.0,   0.39, 24.40,  58.680,     41.2,    108.9,     20.9
     36,    0.0,   0.66,    0.0,   0.22,    0.0,   0.42, 24.40,  58.680,     41.2,    108.9,     20.9
     37,    0.0,   0.66,    0.0,   0.22,    0.0,   0.42, 24.40,  58.680,     41.2,    108.9,     20.9
     38,    0.0,   0.54,    0.0,   0.23,    0.0,   0.33, 24.40,  58.680,     41.2,    108.9,     20.9
     39,    0.0,   0.54,    0.0,   0.23,    0.0,   0.33, 24.40,  58.680,     44.1,    112.5,     21.2
     40,    0.0,   0.57,    0.0,   0.25,    0.0,   0.39, 24.40,  58.680,     44.1,    112.5,     21.2
     41,    0.0,   0.60,    0.0,   0.24,    0.0,   0.42, 24.40,  58.680,     44.1,    112.5,     21.2
     42,    0.0,   0.60,    0.0,   0.24,    0.0,   0.42, 24.40,  58.680,     44.1,    112.5,     21.2
     43,    0.0,   0.60,    0.0,   0.24,    0.0,   0.42, 24.40,  58.680,     49.5,    124.1,     18.6
     44,    0.0,   0.60,    0.0,   0.20,    0.0,   0.39, 24.40,  58.680,     49.5,    124.1,     18.6
     45,    0.0,   0.53,    0.0,   0.24,    0.0,   0.39, 24.40,  58.680,     49.5,    124.1,     18.6
     46,    0.0,   0.53,    0.0,   0.24,    0.0,   0.39, 24.40,  58.680,     49.5,    124.1,     18.6
     47,    0.0,   0.60,    0.0,   0.21,    0.0,   0.49, 24.40,  58.680,     49.5,    124.1,     18.6
     48,    0.0,   0.60,    0.0,   0.21,    0.0,   0.49, 24.40,  58.680,     53.1,    133.1,     16.3
     49,    0.0,   0.59,    0.0,   0.24,    0.0,   0.54, 24.40,  58.680,     53.1,    133.1,     16.3
     50,    0.0,   0.59,    0.0,   0.24,    0.0,   0.54, 24.40,  58.680,     53.1,    133.1,     16.3
     51,    0.0,   0.55,    0.0,   0.23,    0.0,   0.53, 24.40,  58.680,     53.1,    133.1,     16.3
     52,    0.0,   0.55,    0.0,   0.23,    0.0,   0.53, 24.40,  58.680,     55.3,    141.1,     15.9
     53,    0.0,   0.68,    0.0,   0.23,    0.0,   0.50, 24.40,  58.680,     55.3,    141.1,     15.9
     54,    0.0,   0.68,    0.0,   0.23,    0.0,   0.50, 24.40,  58.680,     55.3,    141.1,     15.9
     55,    0.0,   0.71,    0.0,   0.25,    0.0,   0.34, 24.40,  58.680,     55.3,    141.1,     15.9
     56,    0.0,   0.71,    0.0,   0.25,    0.0,   0.34, 24.40,  58.680,   -168.2,   -124.8,     85.2
     57,    0.0,   0.70,    0.0,   0.19,    0.0,   0.39, 24.40,  58.680,   -168.2,   -124.8,     85.2
     58,    0.0,   0.70,    0.0,   0.19,    0.0,   0.39, 24.40,  58.680,   -168.2,   -124.8,     85.2
     59,    0.0,   0.71,    0.0,   0.22,    0.0,   0.39, 24.40,  58.680,   -168.2,   -124.8,     85.2
     60,    0.0,   0.71,    0.0,   0.22,    0.0,   0.39, 24.40,  58.680,   -171.5,   -130.2,     86.3
     61,    0.0,   0.53,    0.0,   0.17,    0.0,   0.37, 24.40,  58.680,   -171.5,   -130.2,     86.3
     62,    0.0,   0.59,    0.0,   0.20,    0.0,   0.31, 24.40,  58.680,   -171.5,   -130.2,     86.3
     63,    0.0,   0.59,    0.0,   0.20,    0.0,   0.31, 24.40,  58.680,   -171.5,   -130.2,     86.3
     64,    0.0,   0.59,    0.0,   0.20,    0.0,   0.31, 24.40,  58.680,   -182.0,   -146.9,     90.1
     65,    0.0,   0.66,    0.0,   0.23,    0.0,   0.37, 24.40,  58.680,   -182.0,   -146.9,     90.1
     66,    0.0,   0.60,    0.0,   0.21,    0.0,   0.40, 24.40,  58.680,   -182.0,   -146.9,     90.1
     67,    0.0,   0.60,    0.0,   0.21,    0.0,   0.40, 24.40,  58.680,   -182.0,   -146.9,     90.1
     68,    0.0,   0.54,    0.0,   0.21,    0.0,   0.40, 24.40,  58.680,   -182.0,   -146.9,     90.1
     69,    0.0,   0.54,    0.0,   0.21,    0.0,   0.40, 24.40,  58.680,   -190.7,   -158.8,     92.4
     70,    0.0,   0.54,    0.0,   0.19,    0.0,   0.43, 24.40,  58.680,   -190.7,   -158.8,     92.4
     71,    0.0,   0.54,    0.0,   0.19,    0.0,   0.43, 24.40,  58.680,   -190.7,   -158.8,     92.4
     72,    0.0,   0.64,    0.0,   0.24,    0.0,   0.40, 24.40,  58.680,   -190.7,   -158.8,     92.4
     73,    0.0,   0.64,    0.0,   0.24,    0.0,   0.40, 24.40,  58.680,   -191.1,   -159.2,     93.2
     74,    0.0,   0.53,    0.0,   0.25,    0.0,   0.41, 24.40,  58.680,   -191.1,   -159.2,     93.2
     75,    0.0,   0.53,    0.0,   0.25,    0.0,   0.41, 24.40,  58.680,   -191.1,   -159.2,     93.2
     76,    0.0,   0.57,    0.0,   0.21,    0.0,   0.43, 24.40,  58.680,   -191.1,   -159.2,     93.2
     77,    0.0,   0.57,    0.0,   0.21,    0.0,   0.43, 24.40,  58.680,     54.6,    126.9,     19.0
     78,    0.0,   0.61,    0.0,   0.24,    0.0,   0.36, 24.40,  58.680,     54.6,    126.9,     19.0
     79,    0.0,   0.61,    0.0,   0.24,    0.0,   0.36, 24.40,  58.680,     54.6,    126.9,     19.0
     80,    0.0,   0.54,    0.0,   0.22,    0.0,   0.39, 24.40,  58.680,     54.6,    126.9,     19.0
     81,    0.0,   0.54,    0.0,   0.22,    0.0,   0.39, 24.40,  58.680,     61.1,    144.7,     16.3
     82,    0.0,   0.58,    0.0,   0.23,    0.0,   0.41, 24.40,  58.680,     61.1,    144.7,     16.3
     83,    0.0,   0.60,    0.0,   0.23,    0.0,   0.47, 24.40,  58.680,     61.1,    144.7,     16.3
     84,    0.0,   0.60,    0.0,   0.23,    0.0,   0.47, 24.40,  58.680,     61.1,    144.7,     16.3
     85,    0.0,   0.60,    0.0,   0.23,    0.0,   0.47, 24.40,  58.680,     58.6,    141.4,     17.5
     86,    0.0,   0.62,    0.0,   0.24,    0.0,   0.42, 24.40,  58.680,     58.6,    141.4,     17.5
     87,    0.0,   0.63,    0.0,   0.22,    0.0,   0.46, 24.40,  58.680,     58.6,    141.4,     17.5
     88,    0.0,   0.63,    0.0,   0.22,    0.0,   0.46, 24.40,  58.680,     58.6,    141.4,     17.5
     89,    0.0,   0.62,    0.0,   0.24,    0.0,   0.40, 24.40,  58.680,     58.6,    141.4,     17.5
     90,    0.0,   0.62,    0.0,   0.24,    0.0,   0.40, 24.40,  58.680,     58.6,    142.1,     18.2
     91,    0.0,   0.61,    0.0,   0.22,    0.0,   0.43, 24.40,  58.680,     58.6,    142.1,     18.2
     92,    0.0,   0.61,    0.0,   0.22,    0.0,   0.43, 24.40,  58.320,     58.6,    142.1,     18.2
     93,    0.0,   0.71,    0.0,   0.26,    0.0,   0.41, 24.40,  58.320,     58.6,    142.1,     18.2
     94,    0.0,   0.71,    0.0,   0.26,    0.0,   0.41, 24.40,  58.320,     59.7,    151.9,     16.7
     95,    0.0,   0.59,    0.0,   0.23,    0.0,   0.44, 24.40,  58.320,     59.7,    151.9,     16.7
     96,    0.0,   0.59,    0.0,   0.23,    0.0,   0.44, 24.40,  58.320,     59.7,    151.9,     16.7
     97,    0.0,   0.58,    0.0,   0.22,    0.0,   0.39, 24.40,  58.320,     59.7,    151.9,     16.7
     98,    0.0,   0.58,    0.0,   0.22,    0.0,   0.39, 24.40,  58.320,   -205.1,   -177.3,    100.4
     99,    0.0,   0.58,    0.0,   0.22,    0.0,   0.40, 24.40,  58.320,   -205.1,   -177.3,    100.4
    100,    0.0,   0.58,    0.0,   0.22,    0.0,   0.40, 24.40,  58.320,   -205.1,   -177.3,    100.4
    101,    0.0,   0.68,    0.0,   0.22,    0.0,   0.34, 24.40,  58.320,   -205.1,   -177.3,    100.4
    102,    0.0,   0.68,    0.0,   0.22,    0.0,   0.34, 24.40,  58.320,   -203.7,   -178.8,    100.4
    103,    0.0,   0.54,    0.0,   0.23,    0.0,   0.33, 24.40,  58.320,   -203.7,   -178.8,    100.4
    104,    0.0,   0.60,    0.0,   0.22,    0.0,   0.38, 24.40,  58.320,   -203.7,   -178.8,    100.4
    105,    0.0,   0.60,    0.0,   0.22,    0.0,   0.38, 24.40,  58.320,   -203.7,   -178.8,    100.4
    106,    0.0,   0.60,    0.0,   0.22,    0.0,   0.38, 24.40,  58.320,   -204.8,   -186.3,    101.6
    107,    0.0,   0.61,    0.0,   0.24,    0.0,   0.43, 24.40,  58.320,   -204.8,   -186.3,    101.6
    108,    0.0,   0.50,    0.0,   0.20,    0.0,   0.44, 24.40,  58.320,   -204.8,   -186.3,    101.6
    109,    0.0,   0.50,    0.0,   0.20,    0.0,   0.44, 24.40,  58.320,   -204.8,   -186.3,    101.6
    110,    0.0,   0.61,    0.0,   0.23,    0.0,   0.48, 24.40,  58.320,   -204.8,   -186.3,    101.6
    111,    0.0,   0.61,    0.0,   0.23,    0.0,   0.48, 24.40,  58.320,   -204.1,   -189.9,    103.4
    112,    0.0,   0.58,    0.0,   0.27,    0.0,   0.52, 24.40,  58.320,   -204.1,   -189.9,    103.4
    113,    0.0,   0.58,    0.0,   0.27,    0.0,   0.52, 24.40,  58.320,   -204.1,   -189.9,    103.4
    114,    0.0,   0.56,    0.0,   0.23,    0.0,   0.48, 24.40,  58.320,   -204.1,   -189.9,    103.4
    115,    0.0,   0.56,    0.0,   0.23,    0.0,   0.48, 24.40,  58.320,   -206.2,   -195.8,    103.1
    116,    0.0,   0.61,    0.0,   0.23,    0.0,   0.48, 24.40,  58.320,   -206.2,   -195.8,    103.1
End of Data
