accelometer ODR: 3200 Hz
total # of rows: 113
counter, adxl X, vari X, adxl Y, vari Y, adxl Z, vari Z, Temp.,   light, magnet X, magnet Y, magnet Z
     41,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.8,    -11.6,     59.2
     42,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -72.0,    -11.9,     57.4
     43,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -72.0,    -11.9,     57.4
     44,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -72.0,    -11.9,     57.4
     45,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -72.0,    -11.9,     57.4
     46,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -72.8,    -11.9,     57.3
     47,    0.0,   0.10,    0.0,   0.09,    0.0,   0.07, 24.20,  45.540,    -72.8,    -11.9,     57.3
     48,    0.0,   0.10,    0.0,   0.09,    0.0,   0.07, 24.20,  45.540,    -72.8,    -11.9,     57.3
     49,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -72.8,    -11.9,     57.3
     50,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -73.4,    -12.7,     57.7
     51,    0.0,   0.09,    0.0,   0.06,    0.0,   0.08, 24.20,  45.540,    -73.4,    -12.7,     57.7
     52,    0.0,   0.09,    0.0,   0.06,    0.0,   0.08, 24.20,  45.540,    -73.4,    -12.7,     57.7
     53,    0.0,   0.11,    0.0,   0.09,    0.0,   0.06, 24.20,  45.540,    -73.4,    -12.7,     57.7
     54,    0.0,   0.11,    0.0,   0.09,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.9,     58.5
     55,    0.0,   0.10,    0.0,   0.09,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.9,     58.5
     56,    0.0,   0.10,    0.0,   0.09,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.9,     58.5
     57,    0.0,   0.12,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.4,    -11.9,     58.5
     58,    0.0,   0.12,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.9,     57.8
     59,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 24.20,  45.540,    -73.1,    -11.9,     57.8
     60,    0.0,   0.10,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.9,     57.8
     61,    0.0,   0.10,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.9,     57.8
     62,    0.0,   0.12,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.9,     57.8
     63,    0.0,   0.12,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -72.4,    -12.3,     57.8
     64,    0.0,   0.09,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -72.4,    -12.3,     57.8
     65,    0.0,   0.09,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -72.4,    -12.3,     57.8
     66,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -72.4,    -12.3,     57.8
     67,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.2,     57.7
     68,    0.0,   0.11,    0.0,   0.11,    0.0,   0.09, 24.20,  45.540,    -73.1,    -11.2,     57.7
     69,    0.0,   0.11,    0.0,   0.11,    0.0,   0.09, 24.20,  45.540,    -73.1,    -11.2,     57.7
     70,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.2,     57.7
     71,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.4,    -10.9,     58.1
     72,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.4,    -10.9,     58.1
     73,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.4,    -10.9,     58.1
     74,    0.0,   0.09,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.4,    -10.9,     58.1
     75,    0.0,   0.09,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.6,     57.8
     76,    0.0,   0.11,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.4,    -11.6,     57.8
     77,    0.0,   0.11,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.4,    -11.6,     57.8
     78,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.6,     57.8
     79,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.6,     58.1
     80,    0.0,   0.13,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.6,     58.1
     81,    0.0,   0.11,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.6,     58.1
     82,    0.0,   0.11,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.6,     58.1
     83,    0.0,   0.10,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.6,     58.1
     84,    0.0,   0.10,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.1,    -12.3,     57.8
     85,    0.0,   0.10,    0.0,   0.06,    0.0,   0.07, 24.20,  45.540,    -73.1,    -12.3,     57.8
     86,    0.0,   0.10,    0.0,   0.06,    0.0,   0.07, 24.20,  45.540,    -73.1,    -12.3,     57.8
     87,    0.0,   0.10,    0.0,   0.08,    0.0,   0.05, 24.20,  45.540,    -73.1,    -12.3,     57.8
     88,    0.0,   0.10,    0.0,   0.08,    0.0,   0.05, 24.20,  45.540,    -72.8,    -11.6,     57.7
     89,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -72.8,    -11.6,     57.7
     90,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -72.8,    -11.6,     57.7
     91,    0.0,   0.11,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -72.8,    -11.6,     57.7
     92,    0.0,   0.11,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -74.2,    -11.2,     57.4
     93,    0.0,   0.12,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -74.2,    -11.2,     57.4
     94,    0.0,   0.12,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -74.2,    -11.2,     57.4
     95,    0.0,   0.11,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -74.2,    -11.2,     57.4
     96,    0.0,   0.11,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.9,     58.5
     97,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.9,     58.5
     98,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 24.20,  45.540,    -73.1,    -11.9,     58.5
     99,    0.0,   0.11,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.1,    -11.9,     58.5
    100,    0.0,   0.11,    0.0,   0.07,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.6,     58.1
    101,    0.0,   0.11,    0.0,   0.07,    0.0,   0.09, 24.20,  45.540,    -73.4,    -11.6,     58.1
    102,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.4,    -11.6,     58.1
    103,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.4,    -11.6,     58.1
    104,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -73.4,    -11.6,     58.1
    105,    0.0,   0.10,    0.0,   0.07,    0.0,   0.08, 24.20,  45.540,    -73.8,    -12.3,     59.2
    106,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.8,    -12.3,     59.2
    107,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 24.20,  45.540,    -73.8,    -12.3,     59.2
    108,    0.0,   0.13,    0.0,   0.09,    0.0,   0.07, 24.20,  45.540,    -73.8,    -12.3,     59.2
    109,    0.0,   0.13,    0.0,   0.09,    0.0,   0.07, 24.20,  45.540,    -73.4,    -11.2,     57.3
    110,    0.0,   0.12,    0.0,   0.06,    0.0,   0.08, 24.20,  45.540,    -73.4,    -11.2,     57.3
    111,    0.0,   0.12,    0.0,   0.06,    0.0,   0.08, 24.20,  45.540,    -73.4,    -11.2,     57.3
    112,    0.0,   0.10,    0.0,   0.08,    0.0,   0.06, 24.20,  45.540,    -73.4,    -11.2,     57.3
End of Data
