accelometer ODR: 3200 Hz
total # of rows: 116
counter, adxl X, vari X, adxl Y, vari Y, adxl Z, vari Z, Temp.,   light, magnet X, magnet Y, magnet Z
     32,    0.0,   0.12,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      7.9,    -13.8,     28.5
     33,    0.0,   0.12,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      7.9,    -13.8,     28.5
     34,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      7.9,    -13.8,     28.5
     35,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      6.5,    -14.8,     29.2
     36,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      6.5,    -14.8,     29.2
     37,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      6.5,    -14.8,     29.2
     38,    0.0,   0.12,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      6.5,    -14.8,     29.2
     39,    0.0,   0.12,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      7.6,    -13.1,     29.2
     40,    0.0,   0.11,    0.0,   0.09,    0.0,   0.08, 22.21, 191.520,      7.6,    -13.1,     29.2
     41,    0.0,   0.11,    0.0,   0.09,    0.0,   0.08, 22.21, 191.520,      7.6,    -13.1,     29.2
     42,    0.0,   0.11,    0.0,   0.10,    0.0,   0.07, 22.21, 191.520,      7.6,    -13.1,     29.2
     43,    0.0,   0.11,    0.0,   0.10,    0.0,   0.07, 22.21, 191.520,      7.9,    -13.4,     28.5
     44,    0.0,   0.11,    0.0,   0.09,    0.0,   0.06, 22.21, 191.520,      7.9,    -13.4,     28.5
     45,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      7.9,    -13.4,     28.5
     46,    0.0,   0.11,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      7.9,    -13.4,     28.5
     47,    0.0,   0.13,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      7.9,    -13.4,     28.5
     48,    0.0,   0.13,    0.0,   0.08,    0.0,   0.06, 22.21, 191.520,      7.2,    -14.5,     28.9
     49,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      7.2,    -14.5,     28.9
     50,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 22.21, 192.960,      7.2,    -14.5,     28.9
     51,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      7.2,    -14.5,     28.9
     52,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      6.1,    -13.8,     29.2
     53,    0.0,   0.15,    0.0,   0.09,    0.0,   0.09, 22.21, 192.960,      6.1,    -13.8,     29.2
     54,    0.0,   0.15,    0.0,   0.09,    0.0,   0.09, 22.21, 192.960,      6.1,    -13.8,     29.2
     55,    0.0,   0.13,    0.0,   0.10,    0.0,   0.07, 22.21, 192.960,      6.1,    -13.8,     29.2
     56,    0.0,   0.13,    0.0,   0.10,    0.0,   0.07, 22.21, 192.960,      6.8,    -14.1,     29.2
     57,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 22.21, 192.960,      6.8,    -14.1,     29.2
     58,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 22.21, 192.960,      6.8,    -14.1,     29.2
     59,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      6.8,    -14.1,     29.2
     60,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      7.6,    -14.1,     28.9
     61,    0.0,   0.12,    0.0,   0.10,    0.0,   0.09, 22.21, 192.960,      7.6,    -14.1,     28.9
     62,    0.0,   0.12,    0.0,   0.10,    0.0,   0.09, 22.21, 191.520,      7.6,    -14.1,     28.9
     63,    0.0,   0.13,    0.0,   0.08,    0.0,   0.07, 22.21, 191.520,      7.6,    -14.1,     28.9
     64,    0.0,   0.13,    0.0,   0.08,    0.0,   0.07, 22.21, 191.520,      6.8,    -14.5,     28.9
     65,    0.0,   0.11,    0.0,   0.07,    0.0,   0.08, 22.21, 191.520,      6.8,    -14.5,     28.9
     66,    0.0,   0.12,    0.0,   0.06,    0.0,   0.07, 22.21, 191.520,      6.8,    -14.5,     28.9
     67,    0.0,   0.12,    0.0,   0.06,    0.0,   0.07, 22.21, 191.520,      6.8,    -14.5,     28.9
     68,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 191.520,      6.8,    -14.5,     28.9
     69,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 191.520,      7.6,    -14.1,     29.6
     70,    0.0,   0.12,    0.0,   0.06,    0.0,   0.07, 22.21, 191.520,      7.6,    -14.1,     29.6
     71,    0.0,   0.12,    0.0,   0.06,    0.0,   0.07, 22.21, 191.520,      7.6,    -14.1,     29.6
     72,    0.0,   0.12,    0.0,   0.10,    0.0,   0.08, 22.21, 191.520,      7.6,    -14.1,     29.6
     73,    0.0,   0.12,    0.0,   0.10,    0.0,   0.08, 22.21, 191.520,      7.2,    -14.1,     29.2
     74,    0.0,   0.12,    0.0,   0.10,    0.0,   0.08, 22.21, 191.520,      7.2,    -14.1,     29.2
     75,    0.0,   0.12,    0.0,   0.10,    0.0,   0.08, 22.21, 191.520,      7.2,    -14.1,     29.2
     76,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 22.21, 191.520,      7.2,    -14.1,     29.2
     77,    0.0,   0.11,    0.0,   0.08,    0.0,   0.07, 22.21, 191.520,      8.2,    -14.5,     28.5
     78,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      8.2,    -14.5,     28.5
     79,    0.0,   0.10,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      8.2,    -14.5,     28.5
     80,    0.0,   0.12,    0.0,   0.08,    0.0,   0.08, 22.21, 191.520,      8.2,    -14.5,     28.5
     81,    0.0,   0.12,    0.0,   0.08,    0.0,   0.08, 22.21, 191.520,      7.6,    -14.1,     29.2
     82,    0.0,   0.13,    0.0,   0.06,    0.0,   0.09, 22.21, 191.520,      7.6,    -14.1,     29.2
     83,    0.0,   0.13,    0.0,   0.06,    0.0,   0.09, 22.21, 191.520,      7.6,    -14.1,     29.2
     84,    0.0,   0.13,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      7.6,    -14.1,     29.2
     85,    0.0,   0.13,    0.0,   0.07,    0.0,   0.07, 22.21, 191.520,      6.8,    -14.5,     28.9
     86,    0.0,   0.15,    0.0,   0.08,    0.0,   0.08, 22.21, 191.520,      6.8,    -14.5,     28.9
     87,    0.0,   0.12,    0.0,   0.10,    0.0,   0.06, 22.21, 191.520,      6.8,    -14.5,     28.9
     88,    0.0,   0.12,    0.0,   0.10,    0.0,   0.06, 22.21, 191.520,      6.8,    -14.5,     28.9
     89,    0.0,   0.11,    0.0,   0.07,    0.0,   0.09, 22.21, 191.520,      6.8,    -14.5,     28.9
     90,    0.0,   0.11,    0.0,   0.07,    0.0,   0.09, 22.21, 191.520,      7.6,    -14.5,     28.9
     91,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 191.520,      7.6,    -14.5,     28.9
     92,    0.0,   0.11,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      7.6,    -14.5,     28.9
     93,    0.0,   0.12,    0.0,   0.09,    0.0,   0.07, 22.21, 192.960,      7.6,    -14.5,     28.9
     94,    0.0,   0.12,    0.0,   0.09,    0.0,   0.07, 22.21, 192.960,      8.2,    -14.1,     28.9
     95,    0.0,   0.10,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      8.2,    -14.1,     28.9
     96,    0.0,   0.10,    0.0,   0.08,    0.0,   0.08, 22.21, 192.960,      8.2,    -14.1,     28.9
     97,    0.0,   0.13,    0.0,   0.07,    0.0,   0.07, 22.21, 192.960,      8.2,    -14.1,     28.9
     98,    0.0,   0.13,    0.0,   0.07,    0.0,   0.07, 22.21, 192.960,      7.6,    -14.1,     27.8
     99,    0.0,   0.12,    0.0,   0.10,    0.0,   0.10, 22.21, 192.960,      7.6,    -14.1,     27.8
    100,    0.0,   0.12,    0.0,   0.10,    0.0,   0.10, 22.21, 192.960,      7.6,    -14.1,     27.8
    101,    0.0,   0.11,    0.0,   0.07,    0.0,   0.07, 22.21, 192.960,      7.6,    -14.1,     27.8
    102,    0.0,   0.11,    0.0,   0.07,    0.0,   0.07, 22.21, 192.960,      7.2,    -13.4,     28.1
    103,    0.0,   0.13,    0.0,   0.08,    0.0,   0.09, 22.21, 192.960,      7.2,    -13.4,     28.1
    104,    0.0,   0.13,    0.0,   0.08,    0.0,   0.09, 22.21, 192.960,      7.2,    -13.4,     28.1
    105,    0.0,   0.11,    0.0,   0.09,    0.0,   0.08, 22.21, 192.960,      7.2,    -13.4,     28.1
    106,    0.0,   0.11,    0.0,   0.09,    0.0,   0.08, 22.21, 192.960,      7.9,    -13.1,     28.5
    107,    0.0,   0.12,    0.0,   0.08,    0.0,   0.06, 22.21, 192.960,      7.9,    -13.1,     28.5
    108,    0.0,   0.09,    0.0,   0.09,    0.0,   0.06, 22.21, 192.960,      7.9,    -13.1,     28.5
    109,    0.0,   0.09,    0.0,   0.09,    0.0,   0.06, 22.21, 192.960,      7.9,    -13.1,     28.5
    110,    0.0,   0.11,    0.0,   0.09,    0.0,   0.07, 22.21, 192.960,      7.9,    -13.1,     28.5
    111,    0.0,   0.11,    0.0,   0.09,    0.0,   0.07, 22.21, 192.960,      6.5,    -15.2,     28.5
    112,    0.0,   0.11,    0.0,   0.09,    0.0,   0.07, 22.21, 192.960,      6.5,    -15.2,     28.5
    113,    0.0,   0.11,    0.0,   0.09,    0.0,   0.07, 22.21, 191.520,      6.5,    -15.2,     28.5
    114,    0.0,   0.12,    0.0,   0.09,    0.0,   0.07, 22.21, 191.520,      6.5,    -15.2,     28.5
    115,    0.0,   0.12,    0.0,   0.09,    0.0,   0.07, 22.21, 191.520,      7.6,    -14.5,     29.6
End of Data
