server time    : 2020-10-27 12:27:52(1603769272)
delay time     : 2.829
accelometer ODR: 3200 Hz
 Row #, Time-Stamp, X-AXIS, Y-AXIS, Z-AXIS
   603,           ,     -2,      3,      5
   604,           ,     -1,     -3,      7
   605,           ,     -4,     -2,      9
   606,           ,     -5,      2,      2
   607,           ,     -5,      5,      0
   608,           ,     -4,      4,      2
   609,           ,     -3,      2,      2
   610,           ,     -3,      5,      6
   611,           ,      5,      3,      7
   612,           ,     -3,      0,      0
   613,           ,     10,      3,      7
   614,           ,      8,      6,      0
   615,           ,      8,      3,      4
   616,           ,      3,      3,      3
   617,           ,      4,      0,      3
   618,           ,      5,      3,      2
   619,           ,      2,      2,      0
   620,           ,      8,     -3,      6
   621,           ,      4,      3,      1
   622,           ,     -2,     -4,      0
   623,           ,      3,      3,      3
   624,           ,      6,     -6,      2
   625,           ,     -1,     -8,      4
   626,           ,     -7,      3,      1
   627,           ,     -8,      0,      7
   628,           ,     -5,     -7,      3
   629,           ,     -6,     -7,      9
   630,           ,      0,     -8,      4
   631,           ,     -1,     -5,      5
   632,           ,     -7,     -1,      4
   633,           ,      3,     -5,      1
   634,           ,      2,    -10,      1
   635,           ,      3,     -7,      8
   636,           ,      3,     -6,     11
   637,           ,      6,     -1,      5
   638,           ,      9,     -2,      0
   639,           ,     12,     -3,      4
   640,           ,     17,     -3,      8
   641,           ,      9,     -1,      8
   642,           ,      8,      2,     -1
   643,           ,     13,      2,      3
   644,           ,      6,      6,      2
   645,           ,     14,     -1,     -1
   646,           ,      4,      5,     -1
   647,           ,      9,      4,      3
   648,           ,     11,      5,     -4
   649,           ,      6,      2,     -2
   650,           ,      4,     -1,      2
   651,           ,      2,      3,     -2
   652,           ,      0,      4,      2
   653,           ,     -4,      1,     -3
   654,           ,      0,     -2,      2
   655,           ,     -2,     -8,      5
   656,           ,      0,     -3,     -2
   657,           ,     -1,      2,     -2
   658,           ,      4,     -2,      7
   659,           ,      5,     -7,      1
   660,           ,      7,     -7,      5
   661,           ,      6,     -4,      0
   662,           ,      5,      1,      2
   663,           ,      7,     -2,     -4
   664,           ,     11,     -3,      4
   665,           ,     15,     -1,      1
   666,           ,     14,      6,     -4
   667,           ,     12,      9,     -4
   668,           ,     12,     10,     -1
   669,           ,     12,      5,     -6
   670,           ,      7,     11,     -1
   671,           ,      6,     11,     -3
   672,           ,     -1,      9,     -5
   673,           ,      4,      5,     -6
   674,           ,      7,      0,      2
   675,           ,      3,      3,     -1
   676,           ,     -2,      5,     -5
   677,           ,     -5,      7,     -1
   678,           ,     -9,      3,     -1
   679,           ,     -4,     -5,      1
   680,           ,     -3,     -5,      2
   681,           ,     -3,     -6,      2
   682,           ,     -3,     -7,     -3
   683,           ,      3,     -9,      1
   684,           ,      2,     -8,     -3
   685,           ,      2,     -9,      1
   686,           ,      1,     -6,      0
   687,           ,      3,      2,     -1
   688,           ,      7,     -1,     -6
