accelometer ODR: 3200 Hz
 Row #, X-AXIS, Y-AXIS, Z-AXIS
  2255,      1,      1,     -3
  2256,     -5,      5,      0
  2257,     -2,      3,      1
  2258,      2,      1,      2
  2259,      4,      3,      4
  2260,     -2,     -1,     -3
  2261,     -3,      8,      0
  2262,      6,      1,      3
  2263,      3,      1,     -2
  2264,      1,      0,      1
  2265,     -1,     -3,      1
  2266,     -3,      4,      0
  2267,      2,      0,     -1
  2268,      2,     -3,      5
  2269,      3,     -1,      2
  2270,     -3,      0,     -4
  2271,     -1,      1,     -3
  2272,      3,      0,      5
  2273,      3,     -3,      1
  2274,      4,     -2,      2
  2275,     -3,      3,      2
  2276,      1,      2,     -2
  2277,      3,     -1,      4
  2278,     -1,      0,      0
  2279,      2,      3,      2
  2280,     -2,      2,     -1
  2281,     -1,     -3,      1
  2282,      2,     -1,      3
  2283,      2,      1,     -2
  2284,      3,      2,      1
  2285,     -6,      4,      2
  2286,     -2,      5,      1
  2287,      3,     -1,     -2
  2288,      3,     -5,      2
  2289,      5,      3,      1
  2290,      1,     -4,      2
  2291,     -4,      2,     -3
  2292,      7,      3,     -2
  2293,     -1,      3,     -1
  2294,      4,     -1,      5
  2295,     -1,      3,      2
  2296,      2,      2,      0
  2297,      4,      1,      2
  2298,      4,      1,      2
  2299,     -1,      1,      4
  2300,     -1,      3,     -3
  2301,     -1,      1,      0
  2302,      3,      4,     -4
  2303,     -1,      2,     -3
  2304,     -1,     -1,      3
  2305,     -4,     -3,      1
  2306,     -4,      3,     -2
  2307,     -1,      3,     -1
  2308,     -3,      3,     -2
  2309,      3,      1,      0
  2310,     -7,      1,      0
  2311,      3,      1,     -1
  2312,      4,     -3,     -2
  2313,     -1,      0,      0
  2314,      4,      2,      1
  2315,     -5,      4,      1
  2316,     -7,      1,      0
  2317,     -6,      2,      1
  2318,      3,      4,     -2
  2319,     -4,      4,      1
  2320,     -2,      3,     -1
  2321,     -6,      3,      0
  2322,      1,      0,     -2
  2323,     -1,      1,      0
  2324,     -1,     -3,      1
  2325,     -2,      2,     -3
  2326,     -2,      0,     -1
  2327,     -2,      4,     -1
  2328,      1,     -3,     -1
  2329,     -2,     -3,      0
  2330,      1,      1,     -2
  2331,     -4,      7,     -1
  2332,      4,     -1,     -5
  2333,      1,      4,     -5
  2334,      2,     -2,     -2
  2335,     -8,      0,     -4
  2336,     -4,      4,     -5
  2337,     -4,      0,      0
  2338,     -5,     -1,     -1
  2339,      5,     -2,      2
  2340,     -6,      0,     -1
  2341,     -7,      2,     -2
  2342,     -1,     -1,     -1
  2343,     -2,     -1,     -4
  2344,     -1,     -3,      2
  2345,     -5,     -2,      2
  2346,     -7,      9,     -3
  2347,     -1,     -4,      1
  2348,     -1,     -6,     -1
  2349,      2,      0,     -1
  2350,     -4,      2,     -2
  2351,     -1,      0,     -1
  2352,     -1,     -3,      2
  2353,      3,     -3,     -3
  2354,     -2,      1,      3
  2355,     -5,     -1,      1
  2356,     -4,      3,     -7
  2357,     -1,      0,     -3
  2358,     -2,      2,     -1
  2359,      1,     -5,      2
  2360,     -3,      1,     -4
  2361,     -2,      5,     -2
  2362,     -1,     -2,     -2
  2363,     -2,      0,      1
  2364,      0,      1,     -7
  2365,     -3,      1,     -4
  2366,      3,     -5,      0
  2367,      1,     -3,      0
  2368,     -1,      1,      4
  2369,     -2,      3,     -4
  2370,     -6,     -1,     -5
  2371,      2,     -5,     -4
  2372,      4,     -5,      4
  2373,     -3,     -3,      5
  2374,      0,      0,     -3
  2375,      8,      0,     -3
  2376,      5,     -3,     -2
  2377,      0,      0,      0
  2378,     -3,     -3,      0
  2379,      2,      6,     -3
  2380,      1,      2,     -1
  2381,      2,     -5,     -1
  2382,      1,      1,      2
  2383,     -3,      1,      2
  2384,     -6,      1,     -3
  2385,      0,      2,     -5
  2386,      7,     -2,      5
  2387,     -1,      2,      6
  2388,     -3,      2,      7
  2389,     -1,      3,     -3
  2390,     -1,      5,     -1
  2391,      1,      2,      5
  2392,      0,      0,      6
  2393,     -3,      1,      5
  2394,     -2,      1,      1
  2395,     -1,     -2,     -4
  2396,      3,      2,     -2
  2397,     -2,      2,     -3
  2398,      0,      4,      1
  2399,      0,      0,      3
  2400,      1,     -2,     -4
  2401,      2,      0,      4
  2402,      0,     -1,      3
  2403,      0,      8,     -3
  2404,      4,     -2,      2
  2405,      1,      0,      2
  2406,      4,     -5,      3
  2407,     -3,      2,      5
  2408,     -2,      1,      1
  2409,      2,      6,     -3
  2410,      2,      4,     -1
  2411,     -1,      0,      7
  2412,      0,     -1,      2
  2413,      0,     -2,      2
  2414,     -3,      4,     -1
  2415,      2,      3,     -5
  2416,     -3,     -2,      3
  2417,      1,      0,     -1
  2418,     -3,      0,     -2
  2419,      1,     -1,     -1
  2420,      1,      2,     -4
  2421,      1,      0,     -2
  2422,      2,     -1,      2
  2423,     -6,      2,      4
  2424,     -2,      1,     -4
  2425,      1,      1,     -3
  2426,     -1,     -4,      2
  2427,      0,     -1,      7
  2428,     -2,      2,     -1
  2429,     -4,     -1,     -1
  2430,     -1,      6,     -3
  2431,      3,     -2,      1
  2432,      0,     -3,      3
  2433,      3,     -1,      4
  2434,     -3,     -2,      4
  2435,      2,      1,     -3
  2436,     -3,      4,      6
  2437,      0,     -2,      4
  2438,      0,     -1,      5
  2439,     -1,      1,      3
  2440,     -3,      1,      1
  2441,      0,      3,      9
  2442,     -3,     -4,      2
  2443,      1,      0,      4
  2444,     -2,      2,     -2
  2445,      5,     -2,     -1
  2446,      5,     -2,      2
  2447,      3,      2,      4
  2448,      0,      1,      6
  2449,      2,     -1,     -5
  2450,      3,      0,     -6
  2451,      0,     -1,      9
  2452,      5,     -7,     -1
  2453,      0,      1,      3
  2454,      0,      1,     -1
  2455,      1,     -4,     -5
  2456,      4,     -1,      2
  2457,     -3,      0,     -2
  2458,      4,      0,      3
  2459,     -3,     -1,     -8
  2460,     -3,      3,     -1
  2461,      2,      0,      3
  2462,      0,     -1,      1
  2463,     -1,      2,      2
  2464,     -1,     -1,     -5
  2465,     -1,      2,     -3
  2466,      4,     -3,     -1
  2467,     -4,     -2,      3
  2468,     -1,      1,     -1
  2469,      0,      0,     -7
  2470,     -2,     -2,      5
  2471,     -2,     -2,      4
  2472,     -1,      2,      3
  2473,     -6,     -1,     -3
  2474,      0,      2,     -1
  2475,     -3,      3,    -10
  2476,      3,     -4,     -3
  2477,      2,     -4,      3
  2478,     -2,     -4,     -3
  2479,     -2,      6,     -6
  2480,      1,      0,     -2
  2481,      7,     -1,     -2
  2482,      8,     -2,      3
  2483,     -1,     -3,     -5
  2484,      1,      4,     -5
  2485,      2,     -3,     -3
  2486,      1,      2,     -1
  2487,      1,     -5,      3
  2488,     -4,      1,      4
  2489,      1,      1,     -4
  2490,      5,      2,     -4
  2491,     -1,     -2,      6
  2492,      0,     -3,      7
  2493,      3,     -2,      1
  2494,     -1,      2,     -3
  2495,      1,     -2,     -1
  2496,      1,     -4,      2
  2497,      4,      1,      3
  2498,      0,     -1,      5
  2499,     -5,      1,     -3
  2500,      1,      4,     -4
  2501,      2,     -5,      7
  2502,      1,      0,      4
  2503,     -4,      0,      1
  2504,      2,      5,     -9
  2505,      0,      4,     -3
  2506,     -2,      2,      1
  2507,      0,     -4,     -1
  2508,     -3,     -1,     -1
  2509,     -1,     -2,     -3
  2510,      7,      1,     -3
  2511,      1,      3,     -1
  2512,      1,     -4,     -4
  2513,      0,     -3,     -4
  2514,     -3,     -4,      0
  2515,     -3,     -5,      3
  2516,     -3,     -2,     -4
  2517,     -1,      1,      0
  2518,      0,     -1,      0
  2519,      3,     -1,      3
  2520,     -2,     -3,      1
  2521,      0,      0,     -3
  2522,     -2,      1,     -2
  2523,     -1,      1,     -1
  2524,      1,     -5,     -2
  2525,      3,      2,      0
  2526,     -3,      5,     -1
  2527,      0,     -5,     -3
  2528,      6,      2,     -1
  2529,      3,     -6,      3
  2530,      4,     -1,     -1
  2531,      7,      5,      0
  2532,      1,      1,     -3
  2533,     -2,     -1,      0
  2534,      2,     -1,      1
  2535,      0,     -4,      0
  2536,     -4,     -1,      1
  2537,      4,      5,      3
  2538,     -5,      2,     -4
  2539,      2,     -2,      0
  2540,      0,      3,      3
  2541,      0,     -2,      0
  2542,      0,      6,     -4
  2543,      2,      2,      0
  2544,      2,     -3,      3
  2545,     -1,      0,     11
  2546,      0,     -1,      2
  2547,      2,      5,     -1
  2548,      2,      3,      0
  2549,      6,      3,      1
  2550,      2,     -1,      4
  2551,      1,      1,      3
  2552,     -4,     -1,      1
  2553,      2,      1,      1
  2554,      2,     -1,      1
  2555,      1,     -4,      4
  2556,     -2,     -3,     -2
  2557,     -1,      1,      0
  2558,     -2,     -1,      2
  2559,      3,      1,     -2
  2560,      5,     -2,      5
  2561,     -4,      1,      3
  2562,     -2,      2,     -5
  2563,      2,      7,     -4
  2564,      0,      2,      3
  2565,      0,     -3,      3
  2566,      0,      2,      1
  2567,      0,      2,      0
  2568,      0,      2,      2
  2569,      0,     -2,      0
  2570,     -2,      2,      3
  2571,     -4,     -2,      1
  2572,     -1,     -1,      1
  2573,      4,     -4,      2
  2574,      4,      1,      3
  2575,      0,     -1,      4
  2576,      2,     -1,      1
  2577,     -3,      5,     -1
  2578,     -1,     -4,     -1
  2579,      1,     -2,      3
  2580,      1,     -2,      3
  2581,      0,      5,      0
  2582,      2,     -1,     -3
  2583,      4,     -1,     -2
  2584,      0,     -1,      0
  2585,      0,     -4,      4
  2586,      1,     -2,     -2
  2587,      0,      3,     -1
  2588,     -2,      2,      0
  2589,      0,      5,      1
  2590,      0,     -2,      0
  2591,      1,      2,      2
  2592,      4,      1,     -2
  2593,      0,     -6,     -1
  2594,     -4,     -2,      1
  2595,      2,     -1,      2
  2596,      3,      3,     -2
  2597,      1,      1,      0
  2598,     -1,      2,     -1
  2599,      3,     -1,      4
  2600,      2,     -5,      4
  2601,     -1,      3,      2
  2602,      2,     -1,      3
  2603,      2,     -3,      1
  2604,      2,     -4,      3
  2605,     -2,     -2,      2
  2606,      4,      5,     -2
  2607,     -4,      4,      1
  2608,      1,     -2,      3
  2609,      3,     -6,      0
  2610,     -6,     -3,      5
  2611,      0,      1,     -5
  2612,      1,      3,      2
  2613,      1,     -4,      2
  2614,      1,     -1,      0
  2615,     -3,     -1,      7
  2616,     -2,      3,      0
  2617,     -1,     -1,      2
  2618,      2,     -3,     -1
  2619,      1,     -2,      0
  2620,      1,     -4,     -1
  2621,      1,      2,      1
  2622,     -2,     -3,      1
  2623,     -4,     -1,      5
  2624,      0,     -2,      2
  2625,      2,     -7,      4
  2626,     -3,      4,     -1
  2627,     -1,     -3,      1
  2628,     -2,      3,     -3
  2629,      4,     -3,      1
  2630,     -1,      2,      2
  2631,     -3,      1,      3
  2632,     -3,     -2,      1
  2633,      2,      3,      2
  2634,      1,     -1,     -3
  2635,     -2,     -3,     -1
  2636,      0,     -1,     -2
  2637,     -2,      4,      1
  2638,     -2,      2,     -1
  2639,      4,     -4,      7
  2640,     -3,     -3,      1
  2641,      2,      1,      1
  2642,     -5,      1,     -5
  2643,      1,     -2,     -1
  2644,      1,      1,      1
  2645,      1,     -6,      7
  2646,     -1,     -5,     -2
  2647,     -3,     -1,     -2
  2648,     -3,      4,     -2
  2649,      1,     -5,      1
  2650,      2,     -1,      1
  2651,     -4,      2,      7
  2652,     -1,     -1,     -2
  2653,      2,      1,      0
  2654,     -2,     -5,      3
  2655,      3,     -3,      7
  2656,     -4,      5,      1
  2657,     -3,      3,     -1
  2658,     -1,      3,     -3
  2659,     -4,      4,     -4
  2660,     -7,      7,     -2
  2661,     -2,      1,     -4
  2662,      0,     -2,     -1
  2663,      2,     -5,      2
  2664,     -7,      2,     -2
  2665,     -4,      0,      1
  2666,     -1,      0,      0
  2667,     -4,     -2,     -6
  2668,      3,     -2,     -2
  2669,     -3,      0,      0
  2670,     -6,      3,      0
  2671,      1,     -1,     -9
  2672,      0,     -5,      2
  2673,      1,      0,      5
  2674,     -6,     -2,      1
  2675,     -6,      2,      0
  2676,      3,     -3,     -3
  2677,      3,     -2,      1
  2678,      4,      2,      3
  2679,     -1,      3,      1
  2680,     -1,     -3,     -4
  2681,      2,     -8,      1
  2682,     -1,     -5,      2
  2683,     -1,      1,      5
  2684,     -1,     -1,      5
  2685,     -1,      5,      0
  2686,      4,     -3,      4
  2687,     -3,      0,     -3
  2688,      2,      3,      3
  2689,      5,      2,      2
  2690,     -5,      7,      3
  2691,      3,      0,     -3
  2692,     -5,      0,      0
  2693,      2,      0,      5
  2694,      3,      2,      2
  2695,     -3,      5,      0
  2696,     -2,      1,     -6
  2697,      3,     -1,     -1
  2698,      2,     -2,      2
  2699,     -1,      2,      3
  2700,     -2,      5,      1
  2701,      6,      1,      3
  2702,      4,     -1,      4
  2703,      1,     -3,     -1
  2704,     -3,      2,     -3
  2705,     -1,      1,     -3
  2706,     -3,      3,     -2
  2707,     -3,     -1,     -1
  2708,      1,      1,      1
  2709,      1,     -2,      5
  2710,     -1,      4,      3
  2711,      4,      3,     -2
  2712,      4,      3,     -4
  2713,      3,     -4,      3
  2714,     -3,      0,     -3
  2715,      1,     -1,     -2
  2716,      4,     -3,     -1
  2717,      4,      3,      2
  2718,      3,      1,      2
  2719,     -1,      0,      4
  2720,     -1,      7,     -2
  2721,      2,     -3,      0
  2722,     -1,     -3,      4
  2723,      4,      3,      4
  2724,      5,      2,     -2
  2725,     -1,      2,      2
  2726,      2,     -5,     -3
  2727,      1,     -1,     -1
  2728,      4,     -1,      0
  2729,      2,     -5,      1
  2730,      1,      3,     -4
  2731,      6,      4,     -4
  2732,      3,      1,      2
  2733,      5,     -1,      3
  2734,     -3,      7,      3
  2735,     -4,      8,      1
  2736,      3,      0,     -6
  2737,     -2,      3,      1
  2738,     -4,      0,      3
  2739,      2,     -1,      5
  2740,      3,     -2,      3
  2741,      2,      3,     -2
  2742,     -1,     -4,      4
  2743,      4,     -2,      7
  2744,     -1,     -3,      2
  2745,     -2,      0,      0
  2746,      1,      4,      1
  2747,      3,     -5,     -1
  2748,      7,      2,      1
  2749,     -2,     -1,      4
  2750,      4,      1,     -2
  2751,      4,     -2,      6
  2752,     -1,      1,      5
  2753,      2,      0,      3
  2754,      3,     -4,      4
  2755,     -1,      4,      6
  2756,      4,     -1,      0
  2757,      2,     -4,      2
  2758,     -1,     -3,      6
  2759,     -2,      3,      2
  2760,     -9,      4,      1
  2761,      4,      3,      0
  2762,     -1,      1,      1
  2763,     -1,     -3,      7
  2764,     -7,     -1,      0
  2765,     -6,      1,     -1
  2766,      1,      1,     -1
  2767,      1,     -2,     -2
  2768,      3,     -4,      3
  2769,     -5,     -2,     -2
  2770,     -8,      4,     -1
  2771,      5,      0,     -2
  2772,     -3,      0,      2
  2773,      1,     -2,      0
  2774,     -1,      0,      2
  2775,     -3,      3,     -2
  2776,     -2,      1,     -3
  2777,      4,     -1,     -5
  2778,     -3,     -2,      1
  2779,     -2,     -2,      1
  2780,     -4,      6,      1
  2781,      3,     -2,     -4
  2782,     -1,     -2,      2
  2783,     -1,      1,      0
  2784,     -5,      0,     -1
  2785,      1,      1,     -1
  2786,      3,     -3,     -3
  2787,     -2,     -3,     -6
  2788,     -3,      0,      2
  2789,     -7,     -1,     -1
  2790,     -3,      3,      0
  2791,      5,      0,     -1
  2792,      7,     -4,      0
  2793,      2,      0,     -3
  2794,     -1,     -2,      1
  2795,     -3,      3,     -2
  2796,     -2,      1,     -1
  2797,      3,      3,     -3
  2798,     -5,      0,      3
  2799,     -7,     -2,      0
  2800,     -5,      2,     -3
  2801,     -2,     -2,      1
  2802,      2,     -2,     -1
  2803,     -3,      2,      3
  2804,     -4,      2,     -3
  2805,      2,      2,     -2
  2806,     -1,      2,     -1
  2807,     -2,      0,     -3
  2808,      4,      3,     -6
  2809,      1,     -5,     -4
  2810,      2,      0,      3
  2811,      1,     -1,     -4
  2812,     -7,     -2,      6
  2813,      0,      3,     -1
  2814,     -2,      0,     -2
  2815,      4,     -3,      2
  2816,     -3,      0,      4
  2817,     -2,      0,      2
  2818,     -4,      1,     -1
  2819,     -2,      3,     -2
  2820,      0,      1,      4
  2821,      0,     -2,      1
  2822,      2,     -3,      1
  2823,     -2,      1,      2
  2824,      0,      1,     -5
  2825,      0,     -4,      2
  2826,      0,     -4,      1
  2827,     -1,      0,      1
  2828,      2,     -2,     -2
  2829,      3,     -3,     -6
  2830,      2,     -2,      6
  2831,      1,     -1,      2
  2832,     -3,     -1,      2
  2833,      1,      2,     -6
  2834,     -1,     -1,     -6
  2835,      5,     -2,      1
  2836,     -4,     -1,      0
  2837,    -11,      3,      1
  2838,     -7,      3,     -6
  2839,     -2,      3,     -4
  2840,      1,      2,      5
  2841,     -1,     -4,     -1
  2842,     -2,      4,     -1
  2843,     -6,      1,     -3
  2844,     -4,      3,     -2
  2845,      1,     -1,      5
  2846,     -4,      1,     -1
  2847,     -4,     -1,      3
  2848,     -2,      5,      6
  2849,      1,      6,      3
  2850,      4,     -1,     -2
  2851,     -1,      2,      5
  2852,      3,     -1,      4
  2853,     -3,      6,      1
  2854,      1,     -1,     -5
  2855,      5,     -6,      2
  2856,      3,      2,      3
  2857,     -2,      1,      9
  2858,     -3,      2,     -6
  2859,      0,      2,     -4
  2860,      2,      1,      2
  2861,     -1,      0,      4
  2862,      0,      5,     -1
  2863,     -4,      1,      1
  2864,      0,      3,      4
  2865,      2,      0,      5
  2866,     -1,     -2,      1
  2867,     -2,      1,      4
  2868,     -3,      1,      3
  2869,     -2,      3,      0
  2870,     -4,      0,     -3
  2871,     -3,      4,      6
  2872,      0,      3,      4
  2873,      1,      2,     -5
  2874,      5,     -2,     -5
  2875,      2,      2,      5
  2876,     -3,     -1,      5
  2877,     -1,      1,     -1
  2878,      5,      2,      1
  2879,      2,      2,      1
  2880,      5,      3,      7
  2881,      0,      3,      2
  2882,      2,      2,     -1
  2883,     -1,      0,     -3
  2884,      3,     -3,     -2
  2885,      5,     -1,      6
  2886,      0,     -2,      2
  2887,     -7,      3,      3
  2888,      3,      1,     -4
  2889,      3,     -1,     -1
  2890,      9,      1,      2
  2891,      1,      0,      3
  2892,      1,      2,      2
  2893,     -1,      5,     -3
  2894,      2,      1,     -2
  2895,      4,     -2,      5
  2896,     -2,     -3,      2
  2897,      0,      1,     -2
  2898,     -2,      0,     -2
  2899,     -2,      3,     -3
  2900,     -5,     -4,      1
  2901,      6,     -3,      1
  2902,      2,     -2,     -2
  2903,      0,      2,     -1
  2904,     -2,     -2,     -3
  2905,     -3,      3,      0
  2906,     -1,     -1,     -1
  2907,     -3,     -1,     -1
  2908,      0,      2,     -1
  2909,     -1,      4,     -1
  2910,      0,     -2,      5
  2911,      1,      4,      2
  2912,      2,      1,      4
  2913,      1,      1,     -1
  2914,      2,     -1,     -2
  2915,      4,      2,     -1
  2916,      1,      1,     -4
  2917,      6,     -2,     -4
  2918,     -1,      2,      2
  2919,     -3,      0,     -1
  2920,     -2,     -2,     -4
  2921,      0,     -6,      3
  2922,      1,      2,      3
  2923,      2,     -3,     -1
  2924,     -1,      1,     -5
  2925,      2,     -2,      2
  2926,      1,     -2,     -2
  2927,     -1,     -1,      1
  2928,     -4,      3,     -6
  2929,      0,      3,     -4
  2930,      1,     -1,      1
  2931,     -4,      0,     -1
  2932,     -3,     -1,     -1
  2933,     -1,     -1,     -5
  2934,      0,      1,     -4
  2935,      2,     -3,      1
  2936,      1,     -4,      3
  2937,     -4,      0,      0
  2938,     -1,      3,      3
  2939,     -2,     -1,     -4
  2940,     -4,      0,     -3
  2941,     -3,      0,      1
  2942,     -1,      0,      5
  2943,      0,      4,     -4
  2944,      1,     -3,     -3
  2945,      0,     -4,     -4
  2946,     -4,      0,      6
  2947,     -1,     -1,      3
  2948,      2,     -1,     -2
  2949,     -1,     -2,     -5
  2950,      0,      1,      2
  2951,     -4,      0,      3
  2952,     -2,      0,      3
  2953,     -2,      3,     -3
  2954,      0,     -4,      2
  2955,     -1,      4,     -3
  2956,     -7,     -3,      2
  2957,     -8,     -4,     -3
  2958,      3,     -2,     -3
  2959,      5,     -4,      1
  2960,      1,      3,      0
  2961,     -3,     -1,     -1
  2962,     -6,     -1,      2
  2963,     -1,     -3,     -2
  2964,      2,     -1,      3
  2965,      2,      2,     -1
  2966,     -6,      1,     -3
  2967,     -2,     -2,     -2
  2968,      5,     -3,      2
  2969,     -3,     -3,      1
  2970,     -2,      2,     -2
  2971,     -5,      2,     -5
  2972,      0,     -1,     -1
  2973,      1,     -1,     -2
  2974,      1,     -4,      6
  2975,     -1,      2,     -4
  2976,     -3,      2,      2
  2977,     -2,      1,      1
  2978,      3,     -4,      3
  2979,      1,      3,      3
  2980,     -2,      3,      0
  2981,     -1,      6,     -4
  2982,      0,      5,     -1
  2983,      0,     -1,      2
  2984,      3,     -3,      2
  2985,      3,      2,      1
  2986,     -1,     -2,     -1
  2987,      7,      2,     -2
  2988,      3,      1,     -2
  2989,      1,     -3,      3
  2990,      1,     -3,      2
  2991,      2,     -3,      0
  2992,      5,     -4,      1
  2993,      6,      1,     -1
  2994,      0,     -4,      0
  2995,     -1,     -2,      4
  2996,     -4,      2,     -2
  2997,      2,      5,      1
  2998,      0,     -3,     -3
  2999,      1,     -5,      1
  3000,      2,      3,      4
  3001,     -2,     -1,      2
  3002,     -1,      3,     -1
  3003,      5,     -3,      0
  3004,      4,     -3,      4
  3005,     -1,     -3,      0
  3006,     -1,      6,     -5
  3007,      0,     -1,      0
  3008,      0,     -1,      4
  3009,     -3,     -3,     -2
  3010,     -2,     -4,     -1
  3011,      1,     -4,     -3
  3012,      1,     -2,     -1
  3013,      4,      5,     -1
  3014,      1,     -2,      0
  3015,      4,      2,      3
  3016,      0,      1,      1
  3017,      5,     -1,      5
  3018,      7,     -3,      3
  3019,      0,     -2,      5
  3020,      3,      3,      0
  3021,     -2,      5,      1
  3022,      1,      3,     -4
  3023,      8,      2,      1
  3024,     -1,     -4,      7
  3025,     -2,      1,     -1
  3026,     -2,      2,      0
  3027,      2,      9,      2
  3028,      4,     -5,     -5
  3029,     -2,     -2,      0
  3030,      2,      1,      0
  3031,      0,      2,      1
  3032,     -3,      1,      2
  3033,      2,     -2,     -4
  3034,      3,     -3,      9
  3035,      0,      2,      4
  3036,     -4,      5,     -3
  3037,     -1,     -1,      3
  3038,      4,     -1,      5
  3039,      0,     -2,      3
  3040,     -3,      1,      4
  3041,     -1,      4,     -3
  3042,      3,      3,      1
  3043,      1,     -2,      3
  3044,      0,     -5,      5
  3045,     -4,      2,      0
  3046,      0,      4,      1
  3047,     -3,     -1,     -2
  3048,      1,      5,     -1
  3049,      1,     -4,      4
  3050,     -3,      5,      1
  3051,      0,      6,     -3
  3052,      2,     -3,      0
  3053,      2,     -2,     -2
  3054,     -3,     -3,      3
  3055,      3,      6,     -1
  3056,     -2,     -3,     -2
  3057,      1,      4,      3
  3058,      0,     -5,     -2
  3059,      1,     -6,      4
  3060,     -3,     -1,     -1
  3061,      2,      3,     -1
  3062,      2,     -1,     -4
  3063,      1,     -4,      2
  3064,      0,     -8,      1
  3065,     -1,     -1,     -4
  3066,     -4,      3,     -3
  3067,      0,     -1,     -2
  3068,      0,     -5,     -1
  3069,      0,     -4,      1
  3070,     -1,      3,     -4
  3071,      0,     -2,     -2
  3072,     -1,      4,     -2
  3073,      0,     -2,     -5
  3074,      0,      3,      5
  3075,     -2,     -4,     -2
  3076,     -2,      4,     -2
  3077,      0,      2,     -2
  3078,     -2,     -6,      1
  3079,     -5,     -7,      2
  3080,     -1,     -3,      4
  3081,     -7,      2,     -1
  3082,      1,     -4,     -4
  3083,      0,     -6,      5
  3084,     -5,     -2,      0
  3085,      0,     -4,      0
  3086,      1,      3,      1
  3087,      0,      3,     -1
  3088,      9,     -1,     -2
  3089,     -3,     -1,      3
  3090,      0,      1,     -1
  3091,     -1,      3,     -2
  3092,      1,      3,      0
  3093,      1,     -3,      1
  3094,      4,     -1,      0
  3095,     -2,     -1,      3
  3096,     -4,     -1,      0
  3097,     -3,     -1,     -1
  3098,      1,     -3,     -4
  3099,     -2,     -2,      8
  3100,     -3,      2,     -1
  3101,      2,     -2,     -1
  3102,      2,      2,     -2
  3103,     -3,      1,      2
  3104,     -5,     -2,     -5
  3105,      1,     -3,      3
  3106,      1,     -3,     -4
  3107,      0,      0,      4
  3108,     -5,      3,     -1
  3109,     -1,      3,     -3
  3110,     -3,      1,      4
  3111,     -7,     -2,     -1
  3112,     -1,     -3,     -1
  3113,     -9,      0,      4
  3114,    -10,     -2,     -3
  3115,     -3,      2,     -2
  3116,      3,     -5,      4
  3117,      2,      0,     -1
  3118,     -4,     -2,     -2
  3119,     -4,     -2,      2
  3120,     -3,     -1,     -4
  3121,      3,      0,     -1
  3122,      3,     -2,      3
  3123,     -3,      0,      1
  3124,     -1,      3,     -1
  3125,     -3,     -1,      0
  3126,     -5,     -3,     -1
  3127,     -2,     -3,      5
  3128,      0,     -2,     -1
  3129,     -5,      4,      2
  3130,      6,     -3,      0
  3131,      2,     -2,      0
  3132,     -2,     -6,      6
  3133,     -3,     -1,      0
  3134,     -4,      0,      2
  3135,      0,     -4,      1
  3136,     -3,      2,     -1
  3137,      6,     -2,      4
  3138,     -2,      1,     -1
  3139,      2,      4,      2
  3140,     -4,      1,     -1
  3141,      0,     -1,      2
  3142,      3,     -3,      4
  3143,      3,      0,     -1
  3144,      6,      2,      4
  3145,     -2,     -2,      0
  3146,      4,     -5,      2
  3147,      5,      1,     -1
  3148,     -4,      0,      0
  3149,     -7,      0,      3
  3150,      2,     -2,      2
  3151,      3,      7,     -1
  3152,      6,     -5,      3
  3153,     -4,      2,      5
  3154,     -1,      4,      2
  3155,      8,      0,      0
  3156,      3,      0,      1
  3157,      3,      2,      0
  3158,     -1,      1,      2
  3159,     -2,      4,      0
  3160,      5,      2,      3
  3161,      4,     -2,      5
  3162,     -1,     -1,      7
  3163,     -2,      1,      4
  3164,      2,      2,      2
  3165,      3,     -2,     -1
  3166,     -2,     -2,      1
  3167,      5,     -6,      6
  3168,      4,      1,      3
  3169,     -5,      2,     -3
  3170,     -3,     -3,     -1
  3171,      2,      9,     -1
  3172,      1,      4,      3
  3173,      5,     -2,      0
  3174,     -1,      5,      2
  3175,     -1,      2,      5
  3176,     -2,     -4,      1
  3177,      1,     -1,      1
  3178,      2,      1,      1
  3179,      1,      3,      2
  3180,      3,     -1,      2
  3181,      3,     -1,     -1
  3182,     -3,      0,      2
  3183,      1,     -1,      4
  3184,     -8,     10,     -4
  3185,      2,      4,     -3
  3186,      4,      0,     -2
  3187,      5,      1,      5
  3188,      3,     -1,     -4
  3189,     -1,      9,      1
  3190,      6,      2,      1
  3191,      1,      2,      2
  3192,      5,     -1,      0
  3193,     -3,     -2,      2
  3194,     -1,     -4,      1
  3195,      3,      4,     -2
  3196,     -1,     -1,      0
  3197,      4,     -2,      2
  3198,     -6,     -2,     -1
  3199,      1,      1,     -4
  3200,     -1,      1,     -6
  3201,      3,     -6,     -3
  3202,      4,     -3,      0
  3203,     -4,      4,      1
  3204,     -5,      5,     -5
  3205,     -1,      4,     -4
  3206,      1,      0,     -1
  3207,      2,      2,     -2
  3208,     -6,      1,     -1
  3209,     -1,      2,     -4
  3210,     -2,      0,     -1
  3211,      2,     -2,     -3
  3212,     -1,     -2,     -3
  3213,     -4,     -1,      0
  3214,     -3,     -1,     -7
  3215,     -1,      3,     -1
  3216,     -1,     -4,     -6
  3217,     -2,      0,      2
  3218,     -6,      3,     -3
  3219,     -5,      3,     -1
  3220,      3,     -3,     -1
  3221,      1,     -4,      1
  3222,      3,     -6,      1
  3223,     -3,     -2,     -2
  3224,     -3,      8,     -3
  3225,      1,      0,     -2
  3226,      3,     -1,      1
