accelometer ODR: 3200 Hz
 Row #, X-AXIS, Y-AXIS, Z-AXIS
  4190,     -2,     -1,     -5
  4191,      1,     -3,     -3
  4192,      1,     -2,      1
  4193,     -1,      4,      2
  4194,     -1,     -4,      6
  4195,      0,     -1,      1
  4196,      2,      0,     -1
  4197,      2,      2,      6
  4198,     -3,     -1,      2
  4199,      4,     -1,     -1
  4200,      1,      0,     -3
  4201,      1,      2,     -4
  4202,      1,     -3,      5
  4203,     -4,     -2,      2
  4204,      0,     -2,      2
  4205,     -1,     -3,     -3
  4206,      2,      4,     -1
  4207,      4,      4,      2
  4208,     -1,      1,      3
  4209,      1,      0,     -4
  4210,      1,     -1,     -2
  4211,      3,      1,     -1
  4212,      1,      2,      3
  4213,      2,      0,      3
  4214,     -3,      0,     -1
  4215,      1,      2,     -6
  4216,     -3,      4,     -4
  4217,      1,      4,      3
  4218,      0,     -2,     -2
  4219,      0,     -4,      2
  4220,     -3,      1,      1
  4221,     -1,      4,     -3
  4222,      7,     -1,      5
  4223,      4,     -2,      4
  4224,     -1,      4,      7
  4225,      0,      4,     -5
  4226,      1,     -1,     -3
  4227,      5,      1,      8
  4228,     -1,      2,      2
  4229,     -3,     -4,      6
  4230,     -3,      1,     -6
  4231,      0,      2,     -1
  4232,      3,     -2,     -1
  4233,      1,     -1,      5
  4234,     -3,      1,      2
  4235,      1,      6,     -1
  4236,      0,      0,     -1
  4237,      2,     -1,      1
  4238,      5,      0,      8
  4239,     -2,      0,      2
  4240,      4,      2,     -1
  4241,     -1,      2,      2
  4242,      4,      0,      2
  4243,      2,     -1,     -1
  4244,      2,      2,      1
  4245,      2,      1,     -2
  4246,     -1,      4,     -3
  4247,      1,      0,      5
  4248,     -1,     -2,      2
  4249,      2,     -2,      1
  4250,     -1,      1,     -1
  4251,      1,     -2,     -2
  4252,      7,      1,      3
  4253,      2,     -5,     -4
  4254,      4,     -2,      6
  4255,     -2,     -1,     -1
  4256,      3,     -4,     -1
  4257,      1,     -3,     -2
  4258,      1,     -2,      1
  4259,      3,     -4,      2
  4260,      5,     -1,     -5
  4261,     -2,     -6,     -7
  4262,      3,     -1,     -3
  4263,      2,     -3,      3
  4264,     -1,     -2,      3
  4265,     -1,      1,     -5
  4266,      2,      0,     -8
  4267,      5,     -6,     -1
  4268,      0,      2,     -1
  4269,     -1,     -2,      3
  4270,     -3,      2,     -1
  4271,      0,      1,     -5
  4272,      3,     -2,     -1
  4273,      2,      1,      2
  4274,     -1,      2,     -1
  4275,     -1,      4,     -3
  4276,      0,      2,     -3
  4277,      4,     -5,      2
  4278,      2,      1,      3
  4279,     -4,      1,      2
  4280,      3,      0,     -4
  4281,      2,     -2,     -3
  4282,      1,      0,      5
  4283,      1,      1,      0
  4284,      0,      5,     -1
  4285,      2,      2,     -4
  4286,     -5,     -6,      2
  4287,      4,     -3,      2
  4288,      0,      2,     -2
  4289,     -2,      2,     -1
  4290,      0,     -1,      4
  4291,     -3,     -2,      2
  4292,      0,      2,     -3
  4293,      0,     -2,     -2
  4294,     -3,      1,      1
  4295,      1,     -2,     -1
  4296,     -1,     -3,      2
  4297,      0,     -2,      1
  4298,     -2,      1,     -3
  4299,      0,      0,      0
  4300,     -1,     -3,     -2
  4301,     -4,     -4,      7
  4302,      2,     -3,     -1
  4303,     -2,     -1,     -1
  4304,     -1,      2,     -2
  4305,      7,     -1,      3
  4306,      1,     -2,      2
  4307,      0,     -1,      1
  4308,     -4,      4,      0
  4309,      0,      5,     -1
  4310,      1,      2,     -3
  4311,      4,     -4,      3
  4312,     -3,      2,     -1
  4313,      3,      4,     -1
  4314,     -3,      2,     -3
  4315,      1,     -1,     -1
  4316,      3,     -4,      8
  4317,     -4,      3,     -1
  4318,      4,      4,     -4
  4319,      5,      4,     -2
  4320,      4,      2,      1
  4321,     -4,     -1,      2
  4322,      2,      4,      3
  4323,     -2,      3,      0
  4324,     -1,      4,      1
  4325,      2,     -1,      5
  4326,      4,     -2,     -2
  4327,      1,      1,      1
  4328,     -2,     -3,      1
  4329,     -3,      4,     -5
  4330,      6,     -4,     -1
  4331,      4,     -2,      0
  4332,      3,      4,     -1
  4333,     -1,     -1,     -4
  4334,      3,     -3,     -1
  4335,      1,     -3,      0
  4336,      6,     -2,     -1
  4337,      2,      5,     -2
  4338,     -1,      2,     -5
  4339,      2,      5,      0
  4340,      6,     -1,     -1
  4341,      1,     -1,     -1
  4342,      5,      3,      5
  4343,      1,      1,     -3
  4344,      1,     -1,      4
  4345,      2,     -1,     -1
  4346,      1,      2,      3
  4347,      3,      5,      4
  4348,     -1,     -4,     -1
  4349,     -2,      6,      0
  4350,      5,     -1,     -1
  4351,      2,     -3,      1
  4352,      4,      4,      1
  4353,     -4,     -1,      3
  4354,     -1,      7,      0
  4355,     -1,      4,      2
  4356,      5,      2,      3
  4357,     -1,      3,      0
  4358,      0,      3,     -1
  4359,     -3,     -1,      1
  4360,      2,     -4,     -3
  4361,      4,     -1,      3
  4362,     -4,      3,      1
  4363,      1,     -1,      3
  4364,      0,      1,      3
  4365,      1,     -4,      3
  4366,      4,     -1,      3
  4367,      9,     -1,      0
  4368,     -4,     -1,      0
  4369,      2,      1,     -1
  4370,      3,      2,     -1
  4371,      0,     -1,      5
  4372,      2,      2,      0
  4373,     -2,     -1,     -3
  4374,      1,      2,      0
  4375,      4,     -3,      0
  4376,      0,     -1,      5
  4377,      2,      3,     -1
  4378,     -1,      6,     -5
  4379,      4,      4,      4
  4380,      4,     -6,      2
  4381,      1,     -3,      1
  4382,      2,     -3,      0
  4383,     -3,     -3,     -1
  4384,     -1,     -1,      1
  4385,      4,     -4,      0
  4386,     -5,      3,      1
  4387,      2,      4,      1
  4388,      1,     -2,      0
  4389,      4,     -1,     -1
  4390,      0,     -3,      0
  4391,      1,     -6,      3
  4392,      0,      2,      2
  4393,     -2,     -5,      1
  4394,      4,     -3,      3
  4395,      1,     -2,      2
  4396,     -2,     -5,      2
  4397,     -3,     -2,     -2
  4398,      1,      1,     -1
  4399,      2,     -3,     -3
  4400,      1,     -4,      2
  4401,     -3,     -4,     -1
  4402,      1,     -1,      3
  4403,     -5,     -2,     -4
  4404,     -1,     -3,     -4
  4405,      0,     -4,      2
  4406,     -1,     -7,      1
  4407,      0,      5,      2
  4408,     -5,      2,     -1
  4409,     -2,      3,      2
  4410,      0,     -5,      1
  4411,      0,     -1,      0
  4412,     -3,     -3,      4
  4413,     -2,     -4,      1
  4414,      0,     -1,      2
  4415,      0,     -1,      3
  4416,      0,     -3,      5
  4417,     -1,      5,      3
  4418,      2,      3,     -1
  4419,      2,      2,      0
  4420,      2,     -2,      4
  4421,     -4,     -4,      0
  4422,      1,      2,      0
  4423,      0,      1,     -4
  4424,      0,     -3,     -3
  4425,     -2,     -1,      0
  4426,      3,     -1,      4
  4427,      1,      5,      1
  4428,     -4,      1,      2
  4429,      0,      4,      3
  4430,      0,      1,      1
  4431,     -3,      5,     -1
  4432,      4,     -1,      0
  4433,      2,     -2,     -2
  4434,     -8,     -1,     -1
  4435,     -7,     -5,     -1
  4436,      1,      0,     -3
  4437,     -2,     -2,      1
  4438,      2,     -5,     -4
  4439,     -2,     -4,     -1
  4440,     -2,      4,     -2
  4441,     -1,      2,     -4
  4442,      3,     -4,     -2
  4443,      2,     -1,      1
  4444,      3,      0,      1
  4445,     -2,      0,      1
  4446,     -4,      3,     -5
  4447,      3,     -3,      2
  4448,     -1,     -1,      1
  4449,      5,     -3,      3
  4450,     -1,     -1,     -1
  4451,      2,      2,      3
  4452,      2,     -3,     -2
  4453,      2,      4,      0
  4454,      5,     -2,      2
  4455,     -2,     -4,     -1
  4456,      3,      5,      0
  4457,     -3,     -1,     -2
  4458,     -1,      3,      0
  4459,      2,      0,      3
  4460,     -2,      1,      0
  4461,     -3,      9,      2
  4462,      1,      1,      1
  4463,     -1,     -5,      0
  4464,      5,     -4,      1
  4465,      2,     -1,      1
  4466,     -1,      2,      1
  4467,     -2,     -2,      4
  4468,      5,     -5,     -2
  4469,     -2,     -1,      1
  4470,     -3,     -2,     -2
  4471,      1,      5,      0
  4472,     -2,      4,     -3
  4473,      4,     -1,     -3
  4474,      0,     -2,      5
  4475,     -3,     -4,      3
  4476,     -6,      2,      3
  4477,     -1,     -1,      0
  4478,      2,     -2,      4
  4479,     -3,     -1,      6
  4480,     -1,      0,      6
  4481,     -2,      4,      2
  4482,      3,     -3,      2
  4483,      4,     -2,      4
  4484,     -1,      2,      2
  4485,     -1,      2,      0
  4486,     -2,      3,      0
  4487,      4,      9,     -1
  4488,      1,      1,      4
  4489,      4,      2,      1
  4490,      6,      1,      6
  4491,     -1,      3,      6
  4492,     -1,      1,      0
  4493,      5,      1,      2
  4494,      4,     -1,      4
  4495,      3,      3,      4
  4496,     -4,      3,      2
  4497,      1,      4,      4
  4498,      4,     -1,     -1
  4499,     -3,     -4,      3
  4500,     -1,      5,     -1
  4501,     -5,      7,      1
  4502,      2,     -1,     -5
  4503,      2,      1,      1
  4504,      3,     -3,      5
  4505,     -1,     -1,      0
  4506,     -4,      7,      0
  4507,      2,     -3,      1
  4508,      5,     -3,      4
  4509,      2,     -1,      1
  4510,     -5,      3,      2
  4511,     -1,      4,      2
  4512,      3,     -1,     -1
  4513,     -1,     -1,     -2
  4514,      5,      2,      2
  4515,     -4,      2,     -3
  4516,     -1,      5,     -4
  4517,      3,     -1,      0
  4518,      3,      0,      5
  4519,      5,      1,      2
  4520,      2,      0,     -2
  4521,     -2,     10,     -4
  4522,      5,      3,     -2
  4523,      5,     -5,     -3
  4524,      5,      1,      4
  4525,     -5,      4,     -1
  4526,     -2,      7,     -1
  4527,      1,      0,      1
  4528,     -1,     -1,     -1
  4529,      2,     -1,      1
  4530,     -4,     -1,      1
  4531,     -1,      3,     -1
  4532,     -1,      3,      0
  4533,     -1,      2,      0
  4534,     -3,     -1,      5
  4535,     -6,      0,      0
  4536,     -8,      2,      1
  4537,     -3,      3,     -2
  4538,      2,     -3,     -2
  4539,     -2,     -1,     -1
  4540,     -2,     -2,     -2
  4541,     -5,      1,     -2
  4542,      3,     -1,     -3
  4543,      1,     -6,     -3
  4544,      1,     -1,      3
  4545,      1,      4,      0
  4546,     -6,     -1,      0
  4547,      3,      0,     -1
  4548,     -1,     -3,      4
  4549,      2,     -3,      4
  4550,     -4,      4,      0
  4551,     -3,      5,     -1
  4552,     -1,      3,      3
  4553,     -1,      0,      3
  4554,      2,     -5,      2
  4555,     -2,     -1,      1
  4556,     -1,      4,     -1
  4557,     -3,      2,     -4
  4558,      1,     -2,      2
  4559,      6,      0,      0
  4560,     -3,      2,     -3
  4561,      5,      0,     -1
  4562,     -1,     -3,     -2
  4563,     -2,     -5,     -2
  4564,     -2,     -2,      0
  4565,     -5,      1,      4
  4566,      2,      3,      0
  4567,      1,     -1,      0
  4568,     -2,     -1,      2
  4569,     -1,      1,      4
  4570,     -2,      4,      0
  4571,     -4,      3,      0
  4572,      2,     -1,      1
  4573,     -3,     -3,     -1
  4574,      1,     -2,      1
  4575,     -6,     -3,     -1
  4576,     -3,      0,     -3
  4577,      2,     -2,      3
  4578,     -2,     -1,     -4
  4579,      1,     -3,     -4
  4580,     -1,      1,     -8
  4581,      0,     -4,     -2
  4582,     -4,     -1,     -1
  4583,     -2,     -2,     -4
  4584,     -2,      2,      1
  4585,      0,      5,     -2
  4586,      4,     -2,     -1
  4587,      3,     -2,      4
  4588,     -2,      2,      3
  4589,      2,     -2,     -4
  4590,      3,     -2,     -2
  4591,     -2,     -3,      1
  4592,     -4,     -1,      1
  4593,      0,     -1,      2
  4594,      4,      1,     -8
  4595,      5,      0,     -1
  4596,      2,     -2,      5
  4597,     -4,      0,      4
  4598,     -2,     -2,     -3
  4599,      7,      2,     -7
  4600,      4,      1,     -2
  4601,      3,     -2,      1
  4602,      0,     -1,     -4
  4603,      3,      0,     -1
  4604,      1,     -4,     -2
  4605,     -3,      1,     -1
  4606,      3,      1,     -1
  4607,      2,      0,      5
  4608,     -2,      1,      2
  4609,     -6,      4,     -2
  4610,      5,      9,     -2
  4611,      4,     -3,      6
  4612,      1,     -2,      0
  4613,      0,      2,     -2
  4614,      0,      3,      1
  4615,      3,      2,     -2
  4616,      1,     -1,      3
  4617,      1,     -1,      2
  4618,     -2,      4,      7
  4619,     -2,      2,     -3
  4620,      1,     -2,     -6
  4621,      4,     -1,      3
  4622,      3,      1,      5
  4623,      2,      7,      3
  4624,      0,      5,     -2
  4625,      3,      0,      3
  4626,     -1,      1,     -2
  4627,      1,      2,      3
  4628,      4,     -2,      4
  4629,      3,      5,     -4
  4630,      0,      1,      5
  4631,      9,      0,      6
  4632,      2,      2,      5
  4633,      1,      1,     -1
  4634,      3,      1,     -5
  4635,      5,      1,     -5
  4636,      2,      3,      3
  4637,     -3,      1,      4
  4638,     -5,      1,     -3
  4639,      0,      6,     -4
  4640,      3,     -1,     -2
  4641,      1,      0,      4
  4642,     -4,      1,     -2
  4643,     -3,     -1,      2
  4644,     -1,      4,      2
  4645,      4,      2,     -3
  4646,      3,     -1,     -2
  4647,      0,     -4,      4
  4648,     -3,      3,      2
  4649,      2,      1,     -2
  4650,      3,      2,      2
  4651,      0,      1,      4
  4652,      0,      4,      4
  4653,     -4,     -1,      2
  4654,      1,      2,     -1
  4655,     -3,     -4,      3
  4656,      0,      0,     -1
  4657,      0,     -2,     -1
  4658,     -3,      0,     -1
  4659,      3,      3,     -1
  4660,      0,      3,     -1
  4661,      0,     -1,      4
  4662,     -8,      3,      7
  4663,      0,      4,      2
  4664,      0,      4,     -3
  4665,      1,      2,     -2
  4666,     -1,     -1,      7
  4667,      3,      3,      2
  4668,      0,      0,      3
  4669,      1,      4,     -1
  4670,      0,      1,     -1
  4671,      4,      0,      3
  4672,     -3,      0,      1
  4673,     -3,      0,      2
  4674,     -6,     -2,      2
  4675,      1,     -1,     -2
  4676,      1,      0,     -1
  4677,     -1,      1,     -1
  4678,     -2,      2,      3
  4679,      2,      1,     -3
  4680,      2,     -1,     -4
  4681,      1,      0,     -1
  4682,     -1,      0,      2
  4683,     -5,     -2,      0
  4684,      2,      0,     -2
  4685,      1,      4,     -2
  4686,      3,     -4,      3
  4687,      1,      0,      2
  4688,      0,      0,      6
  4689,      4,      3,     -5
  4690,      4,      1,     -2
  4691,      7,     -2,      6
  4692,     -4,      1,     -5
  4693,      1,      1,      3
  4694,     -1,      1,     -1
  4695,      4,      0,     -4
  4696,      5,     -2,      3
  4697,     -1,      1,      2
  4698,     -3,      4,      3
  4699,      3,      3,     -5
  4700,      1,      1,     -2
  4701,      8,     -4,     -1
  4702,      3,     -2,     -1
  4703,      1,      6,     -5
  4704,      3,      0,     -3
  4705,      5,      3,     -5
  4706,      1,     -1,     -3
  4707,     -1,     -2,      6
  4708,     -1,      1,     -1
  4709,      0,      1,     -5
  4710,     -3,     -1,      0
  4711,     -1,     -3,     -2
  4712,     -1,     -5,      2
  4713,      1,     -3,      1
  4714,      0,      6,     -4
  4715,     -6,      2,      3
  4716,      2,      1,     -1
  4717,     -3,     -2,      0
  4718,     -4,      3,      1
  4719,      2,      1,      1
  4720,     -4,      1,     -4
  4721,      5,     -3,      2
  4722,      0,      2,     -1
  4723,      2,     -2,     -1
  4724,      0,      4,     -3
  4725,     -1,      2,     -2
  4726,      5,      3,      1
  4727,      1,      5,     -3
  4728,      0,     -3,     -2
  4729,     -1,      0,      4
  4730,      0,     -4,     -1
  4731,      3,      3,     -2
  4732,      1,      1,     -4
  4733,      1,      6,      1
  4734,     -1,     -2,     -1
  4735,      2,      1,     -3
  4736,     -4,      4,      0
  4737,     -2,      4,     -6
  4738,      0,      3,     -1
  4739,     -1,      2,      0
  4740,      1,     -1,      2
  4741,     -3,     -1,      0
  4742,      0,      5,      3
  4743,     -2,      3,     -2
  4744,      5,     -2,      1
  4745,      2,     -1,      2
  4746,     -4,      2,     -5
  4747,     -1,      4,     -6
  4748,      4,      2,     -4
  4749,      0,      0,     -1
  4750,     -4,     -2,      1
  4751,      4,      5,      0
  4752,      3,     -1,     -5
  4753,      0,      1,     -2
  4754,      3,     -5,      0
  4755,      6,     -5,      4
  4756,      4,      4,      1
  4757,      0,      1,     -4
  4758,     -2,     -1,     -3
  4759,      5,      6,     -1
  4760,      1,     -4,      2
  4761,     -2,      4,     -2
  4762,      0,      6,     -2
  4763,      2,     -1,      2
  4764,      7,      0,     -2
  4765,      2,     -2,      5
  4766,      1,     -3,      2
  4767,     -2,      4,     -3
  4768,     -2,      5,     -1
  4769,      0,     -3,     -1
  4770,      2,     -3,      5
  4771,     -2,      3,     -3
  4772,      4,     -1,     -2
  4773,     -1,      3,      5
  4774,      2,      1,     -3
  4775,      4,      4,      4
  4776,     -2,     -1,      1
  4777,     -2,      4,      0
  4778,      3,     -1,      0
  4779,      3,     -4,      1
  4780,      2,     -4,      1
  4781,      4,      2,     -2
  4782,      0,      3,     -2
  4783,      2,      4,     -1
  4784,     -4,     -3,      1
  4785,      0,     -5,      3
  4786,      2,      6,     -1
  4787,      0,      6,     -4
  4788,      0,      1,     -1
  4789,      3,     -5,      1
  4790,      5,     -4,      3
  4791,      1,      3,      1
  4792,      0,      3,      0
  4793,      2,      4,     -2
  4794,      1,     -1,      1
  4795,     -1,     -8,      0
  4796,     -1,      6,      1
  4797,     -1,      3,     -4
  4798,      1,      3,      0
  4799,      4,     -1,      1
  4800,      2,      4,      4
  4801,      0,      5,     -3
  4802,      5,      4,     -1
  4803,      0,      2,     -1
  4804,      6,     -1,      2
  4805,      1,      1,      7
  4806,     -1,      4,      1
  4807,     -2,      3,      0
  4808,      5,      1,      0
  4809,      3,     -1,     -1
  4810,      0,      4,      1
  4811,     -5,      1,      3
  4812,      0,      3,     -6
  4813,     -3,      3,      0
  4814,     -1,     -1,      4
  4815,      3,      2,      4
  4816,     -2,     -3,      3
  4817,      0,     -1,      3
  4818,     -4,      6,     -4
  4819,      1,     -4,      5
  4820,     -1,     -6,      3
  4821,     -3,      3,      1
  4822,     -3,      2,     -4
  4823,      1,      5,      1
  4824,      3,     -4,      1
  4825,      4,     -6,      0
  4826,      0,      3,      2
  4827,     -2,      4,     -4
  4828,      1,      4,      0
  4829,     11,      1,      0
  4830,     -1,     -2,      8
  4831,     -1,      3,      3
  4832,     -2,     -3,     -2
  4833,      2,      4,      4
  4834,     -1,     -5,      1
  4835,     -2,     -4,      3
  4836,     -1,      3,     -3
  4837,     -3,     -3,     -1
  4838,     -1,     -2,     -4
  4839,      1,     -1,      3
  4840,     -1,     -5,      5
  4841,     -2,      1,      1
  4842,     -5,      3,      0
  4843,      2,      2,      5
  4844,     -1,      1,      1
  4845,     -1,     -2,      4
  4846,     -4,     -2,     -3
  4847,     -4,      1,     -3
  4848,      0,     -3,      1
  4849,      4,     -1,     -1
  4850,     -4,     -3,      4
  4851,     -2,      1,      1
  4852,      0,     -3,     -5
  4853,     -2,     -4,      3
  4854,      2,     -5,     -1
  4855,      1,     -4,      2
  4856,     -7,      1,     -4
  4857,     -4,      1,     -6
  4858,     -3,      3,      0
  4859,     -1,     -5,      1
  4860,     -4,     -3,      3
  4861,     -2,      2,      3
  4862,      1,     -1,     -1
  4863,     -1,     -1,     -5
  4864,      2,     -1,      0
  4865,      2,     -1,      5
  4866,     -2,      5,      1
  4867,     -1,     -2,      4
  4868,     -1,      4,      3
  4869,      2,     -2,      2
  4870,      2,     -2,     -1
  4871,     -2,      1,      3
  4872,     -4,      5,     -2
  4873,     -2,     -1,     -5
  4874,     -3,      1,      2
  4875,     -8,      2,     -3
  4876,     -3,     -1,     -4
  4877,      0,     -1,     -2
  4878,      3,      1,      0
  4879,     -6,     -5,      0
  4880,     -2,      4,      1
  4881,      5,      1,      0
  4882,     -1,     -4,      2
  4883,     -1,     -3,     -2
  4884,      3,      3,     -2
  4885,      3,     -1,      1
  4886,      5,     -2,     -1
  4887,      2,     -1,      0
  4888,     -3,     -2,      2
  4889,     -6,      3,      1
  4890,      1,      0,     -2
  4891,      3,      1,     -2
  4892,      0,     -5,      1
  4893,      0,     -1,     -3
  4894,     -2,      2,      1
  4895,     -5,      2,     -2
  4896,     -1,     -2,     -1
  4897,      3,     -5,     -2
  4898,     -2,     -4,      0
  4899,     -3,      0,      2
  4900,      1,      3,     -3
  4901,      3,      3,      4
  4902,     -3,     -2,      0
  4903,      2,     -3,      2
  4904,     -4,      1,      1
  4905,     -4,      5,      0
  4906,      4,      1,      4
  4907,     -1,      0,      0
  4908,      5,      3,      5
  4909,     -2,      2,      2
  4910,     -2,      5,      0
  4911,      6,     -2,      2
  4912,      6,     -1,      2
  4913,     -1,     -2,     -1
  4914,     -3,      1,      0
  4915,     -2,      3,      0
  4916,      3,      4,      0
  4917,     -2,     -2,     -1
  4918,      2,      2,     -2
  4919,      1,      1,      1
  4920,      2,      1,      3
  4921,      4,      0,     -2
  4922,     -1,      0,      2
  4923,      2,     -2,      2
  4924,     -1,      0,     -3
  4925,      3,      3,     -1
  4926,      2,      4,     -2
  4927,      5,     -4,      5
  4928,      3,      0,      4
  4929,     -3,      0,     -2
  4930,     -6,      5,      1
  4931,     -1,      1,      2
  4932,      5,     -2,      2
  4933,     -1,     -2,      3
  4934,      2,     -3,      2
  4935,     -2,     -1,      2
  4936,      3,      2,      1
  4937,      3,     -5,      6
  4938,      3,      3,      1
  4939,      3,      4,      4
  4940,      1,      2,      3
  4941,      6,      5,     -6
  4942,     -2,     -1,      3
  4943,      6,      0,      5
  4944,     -1,      3,      3
  4945,     -1,      0,      0
  4946,      3,      2,     -4
  4947,      3,      2,      2
  4948,      5,      0,      0
  4949,     -1,      2,      1
  4950,     -2,      7,      0
  4951,      2,      0,      4
  4952,      1,     -2,      2
  4953,      2,      2,      4
  4954,     -2,     -1,      2
  4955,     -7,      3,      1
  4956,      3,      3,     -2
  4957,      5,     -1,      1
  4958,      1,      0,     -1
  4959,     -3,      0,      2
  4960,     -5,      4,      1
  4961,      1,      0,     -2
  4962,      5,      0,      1
  4963,      3,     -4,      8
  4964,     -4,      1,      2
  4965,     -5,      5,      1
  4966,      4,     -3,      2
  4967,      4,     -3,      5
  4968,      2,      1,      1
  4969,     -5,      0,     -1
  4970,     -3,      1,     -1
  4971,      3,      1,      1
  4972,     -1,     -3,     -2
  4973,      6,     -1,      4
  4974,     -2,      2,      2
  4975,      4,      4,     -2
  4976,      2,      1,      0
  4977,      3,      1,      2
  4978,      4,     -1,      6
  4979,     -1,      2,      0
  4980,     -4,      2,      1
  4981,      1,      4,     -4
  4982,      1,      1,      0
  4983,      4,      1,      1
  4984,     -7,     -2,      3
  4985,     -4,      4,     -5
  4986,      3,     -1,     -2
  4987,     -5,      0,     -1
  4988,     -5,      0,     -1
  4989,      0,     -4,      1
  4990,     -5,      4,      1
  4991,      1,     -2,     -1
  4992,     -2,     -1,      1
  4993,     -2,      1,     -1
  4994,     -9,     -2,     -2
  4995,     -3,      4,     -5
  4996,      1,     -3,     -1
  4997,     -2,     -3,     -1
  4998,      0,      5,      2
  4999,     -3,      1,      2
  5000,     -1,      5,      1
  5001,     -1,      1,     -3
  5002,     -2,      0,      2
  5003,     -1,      2,      2
  5004,     -1,      1,      2
  5005,     -4,      5,      0
  5006,      3,      0,     -1
  5007,      4,     -2,     -2
  5008,      2,     -2,      7
  5009,     -1,      0,      4
  5010,     -2,      8,     -1
  5011,      1,     -4,      1
  5012,     -1,     -1,      0
  5013,     -4,      1,      2
  5014,     -4,      1,      2
  5015,     -2,      7,     -4
  5016,      1,      3,     -1
  5017,      3,     -1,     -4
  5018,      4,     -3,      2
  5019,     -1,      3,      2
  5020,     -1,      4,     -5
  5021,      6,      1,     -3
  5022,      3,     -2,      2
  5023,      1,      1,     -6
  5024,     -2,      0,     -7
  5025,      3,     -2,      4
  5026,     -1,      2,     -1
  5027,      2,      1,      2
  5028,      0,      3,     -3
  5029,      1,      2,     -3
  5030,     -1,      2,      2
  5031,     -1,     -4,     -6
  5032,      0,      2,     -1
  5033,      0,     -1,     -2
  5034,     -4,      2,      2
  5035,      2,     -1,      2
  5036,      4,      1,      2
  5037,      2,      1,      1
  5038,     -2,      5,     -1
  5039,      1,     -3,     -6
  5040,      9,     -2,      3
  5041,     -1,     -2,      2
  5042,      2,      3,      1
  5043,     -2,      7,     -6
  5044,      2,      0,     -3
  5045,      0,     -3,     -1
  5046,     -1,      0,      4
  5047,     -5,      2,      3
  5048,      0,     -2,     -1
  5049,      1,      2,     -1
  5050,      1,     -4,      1
  5051,     -4,     -2,      3
  5052,      0,      2,      5
  5053,     -5,      3,     -3
  5054,      0,      1,     -1
  5055,     -1,      2,     -3
  5056,     -1,     -1,      6
  5057,     -5,     -3,      1
  5058,      3,     -3,     -3
  5059,     -2,      2,     -3
  5060,      1,     -3,      2
  5061,     -4,      3,      4
  5062,     -2,      4,      3
  5063,     -1,      1,     -6
  5064,      3,     -1,     -2
  5065,      4,      2,     -2
  5066,      2,     -5,      7
  5067,     -2,     -1,     -4
  5068,      4,     -2,      4
  5069,      2,     -5,     -5
  5070,      5,      0,      7
  5071,      1,     -1,     -1
  5072,     -3,      4,      4
  5073,     -4,      4,      2
  5074,      1,     -1,     -3
  5075,      5,     -1,      4
  5076,      1,     -2,     -1
  5077,     -2,      2,      4
  5078,      0,      3,      3
  5079,      1,      2,     -2
  5080,      5,      0,      6
  5081,     -2,     -1,      7
  5082,     -2,      4,      7
  5083,      1,      2,     -2
  5084,      5,      2,     -1
  5085,      5,     -2,      2
  5086,     -1,      6,      2
  5087,      1,      2,      2
  5088,     -1,      4,     -5
  5089,      0,      1,     -4
  5090,      8,     -5,      6
  5091,      1,     -4,      5
  5092,      2,      2,      2
  5093,      1,      2,     -4
  5094,      1,      3,     -4
  5095,      4,     -4,      7
  5096,      4,     -4,      4
  5097,     -3,     -1,      3
  5098,      1,      4,     -3
  5099,      2,      2,     -1
  5100,      5,      2,      4
  5101,     -1,     -4,     -2
  5102,     -5,      2,     -2
  5103,      0,      6,     -2
  5104,     -1,      3,     -1
  5105,      3,     -2,     -3
  5106,      1,      2,      5
  5107,     -3,      0,     -1
  5108,     -1,      3,      2
  5109,      0,      2,     -1
  5110,      2,     -2,      6
  5111,      1,     -1,      3
  5112,     -1,      2,      4
  5113,     -2,      7,     -3
  5114,     -1,     -1,     -5
  5115,      5,      2,      1
  5116,     -1,      0,      4
  5117,      2,      3,      3
  5118,     -1,      0,     -1
  5119,      3,      2,     -1
  5120,      5,     -4,      2
  5121,     -1,      1,     -1
  5122,      0,     -2,      5
  5123,      9,      0,     -3
  5124,      1,     -3,     -1
  5125,      3,      0,     -1
  5126,      1,     -4,      3
  5127,     -4,      2,      3
  5128,      1,      0,     -2
  5129,      0,      4,     -6
  5130,      5,     -2,     -1
  5131,      3,     -2,     -1
  5132,     -4,     -1,     -1
  5133,     -6,      0,     -2
  5134,      3,     -3,     -4
  5135,      1,     -1,      0
  5136,      0,     -1,      4
  5137,     -1,      0,     -1
  5138,      0,      2,     -5
  5139,      5,      4,     -7
  5140,     -1,     -1,     -1
  5141,      0,     -1,      1
  5142,     -1,     -1,      2
  5143,      3,      0,     -4
  5144,      5,      2,     -2
  5145,      0,      2,     -1
  5146,      3,     -5,      3
  5147,     -1,     -3,      3
  5148,      2,      3,     -5
  5149,      0,      2,      1
  5150,      3,      0,     -2
  5151,      2,      4,      2
  5152,     -4,     -1,     -4
  5153,      1,      4,     -2
  5154,      2,      0,      1
  5155,      0,      0,     -1
  5156,     -3,      2,      3
  5157,     -3,      2,     -1
  5158,      4,      1,     -4
  5159,     -2,     -2,      1
  5160,      5,     -4,     -4
  5161,     -2,      1,     -3
  5162,      0,     -1,     -1
  5163,      0,      4,     -3
  5164,      1,      0,     -5
  5165,      8,      0,      4
  5166,      0,      1,      1
  5167,     -3,      1,      4
