accelometer ODR: 3200 Hz
total # of rows: 117
counter, adxl X, vari X, adxl Y, vari Y, adxl Z, vari Z, Temp.,   light, magnet X, magnet Y, magnet Z
     20,    0.0,   0.29,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,   -176.8,      1.4,     40.1
     21,    0.0,   0.29,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,   -176.8,      1.4,     40.1
     22,    0.0,   0.29,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,   -165.9,      5.8,     53.7
     23,    0.0,   0.31,    0.0,   0.21,    0.0,   0.11, 23.42,  63.000,   -165.9,      5.8,     53.7
     24,    0.0,   0.25,    0.0,   0.21,    0.0,   0.09, 23.42,  63.000,   -165.9,      5.8,     53.7
     25,    0.0,   0.25,    0.0,   0.21,    0.0,   0.09, 23.42,  63.000,   -165.9,      5.8,     53.7
     26,    0.0,   0.21,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,   -165.9,      5.8,     53.7
     27,    0.0,   0.21,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,   -157.6,      9.4,     62.4
     28,    0.0,   0.24,    0.0,   0.23,    0.0,   0.09, 23.42,  63.000,   -157.6,      9.4,     62.4
     29,    0.0,   0.24,    0.0,   0.23,    0.0,   0.09, 23.42,  63.000,   -157.6,      9.4,     62.4
     30,    0.0,   0.23,    0.0,   0.15,    0.0,   0.08, 23.42,  63.000,   -157.6,      9.4,     62.4
     31,    0.0,   0.23,    0.0,   0.15,    0.0,   0.08, 23.42,  63.000,   -141.4,     14.4,     79.0
     32,    0.0,   0.29,    0.0,   0.18,    0.0,   0.12, 23.42,  63.000,   -141.4,     14.4,     79.0
     33,    0.0,   0.29,    0.0,   0.18,    0.0,   0.12, 23.42,  63.000,   -141.4,     14.4,     79.0
     34,    0.0,   0.29,    0.0,   0.20,    0.0,   0.09, 23.42,  63.000,   -141.4,     14.4,     79.0
     35,    0.0,   0.29,    0.0,   0.20,    0.0,   0.09, 23.42,  63.000,    319.5,    -21.7,     32.5
     36,    0.0,   0.30,    0.0,   0.24,    0.0,   0.08, 23.42,  63.000,    319.5,    -21.7,     32.5
     37,    0.0,   0.30,    0.0,   0.24,    0.0,   0.08, 23.42,  63.000,    319.5,    -21.7,     32.5
     38,    0.0,   0.24,    0.0,   0.23,    0.0,   0.13, 23.42,  63.000,    319.5,    -21.7,     32.5
     39,    0.0,   0.24,    0.0,   0.23,    0.0,   0.13, 23.42,  63.000,    319.1,    -27.5,     22.7
     40,    0.0,   0.29,    0.0,   0.19,    0.0,   0.10, 23.42,  63.000,    319.1,    -27.5,     22.7
     41,    0.0,   0.25,    0.0,   0.17,    0.0,   0.12, 23.42,  63.000,    319.1,    -27.5,     22.7
     42,    0.0,   0.25,    0.0,   0.17,    0.0,   0.12, 23.42,  63.000,    319.1,    -27.5,     22.7
     43,    0.0,   0.25,    0.0,   0.17,    0.0,   0.12, 23.42,  63.000,    310.5,    -36.9,     -3.0
     44,    0.0,   0.28,    0.0,   0.19,    0.0,   0.12, 23.42,  63.000,    310.5,    -36.9,     -3.0
     45,    0.0,   0.28,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,    310.5,    -36.9,     -3.0
     46,    0.0,   0.28,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,    310.5,    -36.9,     -3.0
     47,    0.0,   0.29,    0.0,   0.20,    0.0,   0.12, 23.42,  63.000,    310.5,    -36.9,     -3.0
     48,    0.0,   0.29,    0.0,   0.20,    0.0,   0.12, 23.42,  63.000,    304.7,    -40.9,    -13.6
     49,    0.0,   0.28,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,    304.7,    -40.9,    -13.6
     50,    0.0,   0.28,    0.0,   0.20,    0.0,   0.10, 23.42,  63.000,    304.7,    -40.9,    -13.6
     51,    0.0,   0.27,    0.0,   0.21,    0.0,   0.12, 23.42,  63.000,    304.7,    -40.9,    -13.6
     52,    0.0,   0.27,    0.0,   0.21,    0.0,   0.12, 23.42,  63.000,    286.6,    -47.4,    -37.4
     53,    0.0,   0.25,    0.0,   0.24,    0.0,   0.09, 23.42,  63.000,    286.6,    -47.4,    -37.4
     54,    0.0,   0.25,    0.0,   0.24,    0.0,   0.09, 23.42,  63.000,    286.6,    -47.4,    -37.4
     55,    0.0,   0.30,    0.0,   0.18,    0.0,   0.09, 23.42,  63.000,    286.6,    -47.4,    -37.4
     56,    0.0,   0.30,    0.0,   0.18,    0.0,   0.09, 23.42,  63.000,   -124.0,    -59.7,   -146.0
     57,    0.0,   0.27,    0.0,   0.22,    0.0,   0.12, 23.42,  63.000,   -124.0,    -59.7,   -146.0
     58,    0.0,   0.27,    0.0,   0.22,    0.0,   0.12, 23.42,  63.000,   -124.0,    -59.7,   -146.0
     59,    0.0,   0.25,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,   -124.0,    -59.7,   -146.0
     60,    0.0,   0.25,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,   -127.2,    -59.3,   -141.8
     61,    0.0,   0.26,    0.0,   0.21,    0.0,   0.13, 23.42,  63.000,   -127.2,    -59.3,   -141.8
     62,    0.0,   0.24,    0.0,   0.23,    0.0,   0.09, 23.42,  63.000,   -127.2,    -59.3,   -141.8
     63,    0.0,   0.24,    0.0,   0.23,    0.0,   0.09, 23.42,  63.000,   -127.2,    -59.3,   -141.8
     64,    0.0,   0.24,    0.0,   0.23,    0.0,   0.09, 23.42,  63.000,   -139.6,    -55.0,   -129.7
     65,    0.0,   0.31,    0.0,   0.21,    0.0,   0.12, 23.42,  63.000,   -139.6,    -55.0,   -129.7
     66,    0.0,   0.26,    0.0,   0.21,    0.0,   0.11, 23.42,  63.000,   -139.6,    -55.0,   -129.7
     67,    0.0,   0.26,    0.0,   0.21,    0.0,   0.11, 23.42,  63.000,   -139.6,    -55.0,   -129.7
     68,    0.0,   0.26,    0.0,   0.21,    0.0,   0.11, 23.42,  63.000,   -146.4,    -53.9,   -122.5
     69,    0.0,   0.26,    0.0,   0.21,    0.0,   0.11, 23.42,  63.000,   -146.4,    -53.9,   -122.5
     70,    0.0,   0.23,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,   -146.4,    -53.9,   -122.5
     71,    0.0,   0.23,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,   -146.4,    -53.9,   -122.5
     72,    0.0,   0.28,    0.0,   0.21,    0.0,   0.10, 23.42,  63.000,   -146.4,    -53.9,   -122.5
     73,    0.0,   0.28,    0.0,   0.21,    0.0,   0.10, 23.42,  63.000,   -153.3,    -51.0,   -114.6
     74,    0.0,   0.24,    0.0,   0.22,    0.0,   0.10, 23.42,  63.000,   -153.3,    -51.0,   -114.6
     75,    0.0,   0.24,    0.0,   0.22,    0.0,   0.10, 23.42,  63.000,   -153.3,    -51.0,   -114.6
     76,    0.0,   0.22,    0.0,   0.20,    0.0,   0.11, 23.42,  63.000,   -153.3,    -51.0,   -114.6
     77,    0.0,   0.22,    0.0,   0.20,    0.0,   0.11, 23.42,  63.000,    314.8,     -8.0,     76.8
     78,    0.0,   0.33,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,    314.8,     -8.0,     76.8
     79,    0.0,   0.33,    0.0,   0.22,    0.0,   0.11, 23.42,  63.000,    314.8,     -8.0,     76.8
     80,    0.0,   0.25,    0.0,   0.21,    0.0,   0.10, 23.42,  63.000,    314.8,     -8.0,     76.8
     81,    0.0,   0.25,    0.0,   0.21,    0.0,   0.10, 23.42,  63.000,    231.3,     20.9,    172.4
     82,    0.0,   0.34,    0.0,   0.20,    0.0,   0.13, 23.42,  63.000,    231.3,     20.9,    172.4
     83,    0.0,   0.28,    0.0,   0.17,    0.0,   0.08, 23.42,  63.000,    231.3,     20.9,    172.4
     84,    0.0,   0.28,    0.0,   0.17,    0.0,   0.08, 23.42,  63.000,    231.3,     20.9,    172.4
     85,    0.0,   0.28,    0.0,   0.17,    0.0,   0.08, 23.42,  63.000,    255.2,     13.3,    155.4
     86,    0.0,   0.29,    0.0,   0.23,    0.0,   0.09, 23.42,  63.000,    255.2,     13.3,    155.4
     87,    0.0,   0.21,    0.0,   0.17,    0.0,   0.11, 23.42,  63.000,    255.2,     13.3,    155.4
     88,    0.0,   0.21,    0.0,   0.17,    0.0,   0.11, 23.42,  63.360,    255.2,     13.3,    155.4
     89,    0.0,   0.21,    0.0,   0.17,    0.0,   0.11, 23.42,  63.360,    277.2,      6.1,    131.6
     90,    0.0,   0.28,    0.0,   0.20,    0.0,   0.10, 23.42,  63.360,    277.2,      6.1,    131.6
     91,    0.0,   0.26,    0.0,   0.22,    0.0,   0.10, 23.42,  63.360,    277.2,      6.1,    131.6
     92,    0.0,   0.26,    0.0,   0.22,    0.0,   0.10, 23.42,  63.360,    277.2,      6.1,    131.6
     93,    0.0,   0.27,    0.0,   0.21,    0.0,   0.11, 23.42,  63.360,    277.2,      6.1,    131.6
     94,    0.0,   0.27,    0.0,   0.21,    0.0,   0.11, 23.42,  63.360,    270.0,      7.2,    139.9
     95,    0.0,   0.24,    0.0,   0.17,    0.0,   0.10, 23.42,  63.360,    270.0,      7.2,    139.9
     96,    0.0,   0.24,    0.0,   0.17,    0.0,   0.10, 23.42,  63.000,    270.0,      7.2,    139.9
     97,    0.0,   0.31,    0.0,   0.19,    0.0,   0.10, 23.42,  63.000,    270.0,      7.2,    139.9
     98,    0.0,   0.31,    0.0,   0.19,    0.0,   0.10, 23.42,  63.000,    283.4,      3.2,    123.6
     99,    0.0,   0.29,    0.0,   0.19,    0.0,   0.12, 23.42,  63.000,    283.4,      3.2,    123.6
    100,    0.0,   0.29,    0.0,   0.19,    0.0,   0.12, 23.42,  63.000,    283.4,      3.2,    123.6
    101,    0.0,   0.27,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,    283.4,      3.2,    123.6
    102,    0.0,   0.27,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,     47.3,    -83.9,   -172.4
    103,    0.0,   0.26,    0.0,   0.20,    0.0,   0.11, 23.42,  63.000,     47.3,    -83.9,   -172.4
    104,    0.0,   0.28,    0.0,   0.18,    0.0,   0.12, 23.42,  63.000,     47.3,    -83.9,   -172.4
    105,    0.0,   0.28,    0.0,   0.18,    0.0,   0.12, 23.42,  63.000,     47.3,    -83.9,   -172.4
    106,    0.0,   0.28,    0.0,   0.18,    0.0,   0.12, 23.42,  63.000,     33.6,    -83.5,   -174.7
    107,    0.0,   0.24,    0.0,   0.21,    0.0,   0.11, 23.42,  63.000,     33.6,    -83.5,   -174.7
    108,    0.0,   0.26,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,     33.6,    -83.5,   -174.7
    109,    0.0,   0.26,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,     33.6,    -83.5,   -174.7
    110,    0.0,   0.26,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,     19.1,    -83.9,   -177.0
    111,    0.0,   0.25,    0.0,   0.20,    0.0,   0.12, 23.42,  63.000,     19.1,    -83.9,   -177.0
    112,    0.0,   0.26,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,     19.1,    -83.9,   -177.0
    113,    0.0,   0.26,    0.0,   0.18,    0.0,   0.11, 23.42,  63.000,     19.1,    -83.9,   -177.0
    114,    0.0,   0.28,    0.0,   0.21,    0.0,   0.10, 23.42,  63.000,     19.1,    -83.9,   -177.0
    115,    0.0,   0.28,    0.0,   0.21,    0.0,   0.10, 23.42,  63.000,      5.4,    -84.2,   -178.1
    116,    0.0,   0.27,    0.0,   0.19,    0.0,   0.13, 23.42,  63.000,      5.4,    -84.2,   -178.1
End of Data
