accelometer ODR: 3200 Hz
 Row #, X-AXIS, Y-AXIS, Z-AXIS
  1504,     -3,     50,    -13
  1505,      2,     44,    -12
  1506,      2,     49,    -17
  1507,      2,     49,    -11
  1508,      3,     48,     -9
  1509,      2,     37,     -8
  1510,      1,     45,     -7
  1511,     -1,     46,     -9
  1512,      2,     42,    -11
  1513,      3,     40,    -12
  1514,      3,     42,    -10
  1515,      1,     42,     -6
  1516,     -1,     40,     -6
  1517,      1,     43,    -11
  1518,      3,     42,     -7
  1519,      0,     38,    -11
  1520,      0,     41,     -4
  1521,      0,     39,     -9
  1522,      2,     36,     -7
  1523,      8,     33,     -1
  1524,      3,     35,     -3
  1525,      0,     36,     -3
  1526,      5,     35,     -7
  1527,      4,     32,     -7
  1528,      3,     36,     -8
  1529,      1,     35,     -6
  1530,      8,     31,     -1
  1531,      6,     32,     -9
  1532,      1,     32,     -5
  1533,      4,     29,     -3
  1534,      3,     27,     -5
  1535,      3,     26,     -3
  1536,     -1,     34,     -5
  1537,     11,     26,     -1
  1538,     14,     26,     -5
  1539,      8,     22,      1
  1540,      4,     29,      6
  1541,      8,     27,     -3
  1542,      7,     20,     -3
  1543,     10,     25,     -1
  1544,      7,     25,      9
  1545,      5,     24,     -1
  1546,      5,     25,     -4
  1547,      8,     23,     -1
  1548,     10,     19,     -1
  1549,      4,     22,      5
  1550,      5,     23,      2
  1551,      6,     24,      3
  1552,      9,     21,     -2
  1553,      7,     19,      4
  1554,      7,     19,     -1
  1555,      6,     15,      2
  1556,      8,     15,     -2
  1557,      5,     22,     -1
  1558,     11,     16,      3
  1559,      6,     16,      2
  1560,      7,     12,      3
  1561,      8,     14,      3
  1562,     10,     13,     -2
  1563,     10,      9,      5
  1564,      6,      7,      5
  1565,      3,      6,      4
  1566,      7,     13,      1
  1567,      6,     15,      1
  1568,     12,      9,      7
  1569,     10,      6,      6
  1570,      7,     14,      5
  1571,      7,      8,     -1
  1572,      9,      8,     -2
  1573,     13,      6,      3
  1574,     11,      2,      3
  1575,     12,      7,      7
  1576,      9,      7,      1
  1577,      7,      5,      1
  1578,      7,      1,      8
  1579,      8,      5,      8
  1580,      2,      4,      5
  1581,      6,      4,      2
  1582,      7,      7,     -6
  1583,     13,      2,      6
  1584,      6,      1,      5
  1585,      7,      2,      8
  1586,      6,      0,      2
  1587,      8,     -2,     -2
  1588,     14,      1,      4
  1589,      8,      0,      4
  1590,      7,     -1,      4
  1591,      6,      3,      1
  1592,      6,     -4,      2
  1593,     10,     -3,      5
  1594,      4,      3,      4
  1595,      4,      0,      6
  1596,      9,     -2,      2
  1597,      7,      0,      2
  1598,      8,      1,      5
  1599,      6,     -5,      5
  1600,      7,     -3,      2
  1601,      8,      0,     -1
  1602,      5,     -3,      1
  1603,     12,     -6,      8
  1604,      5,     -4,      4
  1605,      2,     -6,      2
  1606,      5,     -3,     -1
  1607,      0,     -3,     -5
  1608,     12,     -6,      7
  1609,      6,     -4,      3
  1610,      2,    -10,      3
  1611,      3,     -9,     -3
  1612,      6,     -5,     -3
  1613,      7,     -7,      2
  1614,      7,     -6,     -1
  1615,     -1,    -12,      5
  1616,      3,     -7,      0
  1617,      6,     -8,      0
  1618,      9,    -11,     -1
  1619,      1,    -11,      7
  1620,      1,     -9,      5
  1621,      5,     -8,     -1
  1622,      1,    -10,     -1
  1623,      6,    -10,      7
  1624,      4,    -14,      3
  1625,      1,      3,      1
  1626,     -9,      2,      4
  1627,     -7,      3,      6
  1628,    -18,      4,      5
  1629,     -7,      5,     -1
  1630,    -13,      4,      7
  1631,     -8,      2,      1
  1632,    -11,     10,      1
  1633,    -13,      0,      6
  1634,    -15,      4,      5
  1635,     -9,      3,      0
  1636,    -12,      0,      3
  1637,    -14,     -2,      8
  1638,    -18,      8,      4
  1639,    -21,      0,      4
  1640,    -13,      1,      6
  1641,    -16,      1,      7
  1642,    -11,      1,      1
  1643,    -13,      1,      4
  1644,    -17,      3,     -3
  1645,    -17,      4,     -1
  1646,    -11,      1,      1
  1647,    -14,      2,      5
  1648,    -16,      7,      1
  1649,    -17,      1,      0
  1650,    -23,      3,      0
  1651,    -16,      0,      4
  1652,    -18,      1,      3
  1653,    -21,      6,      4
  1654,    -24,      7,      4
  1655,    -20,      2,      5
  1656,    -22,     -4,     -2
  1657,    -21,      1,      8
  1658,    -25,      4,      4
  1659,    -20,      5,      4
  1660,    -21,      2,     -3
  1661,    -21,      0,      1
  1662,    -22,      0,     -1
  1663,    -21,      6,      3
  1664,    -21,      7,     -3
  1665,    -23,      3,     -2
  1666,    -22,      3,     -1
  1667,    -26,      0,      3
  1668,    -30,      3,      1
  1669,    -25,      2,      3
  1670,    -24,      5,      1
  1671,    -22,     -6,      4
  1672,    -27,      4,      1
  1673,    -29,      2,      1
  1674,    -30,      5,      0
  1675,    -26,      4,      4
  1676,    -30,     -3,      1
  1677,    -27,     -3,     -1
  1678,    -29,      3,     -3
  1679,    -27,      7,     -5
  1680,    -27,      6,     -4
  1681,    -28,      2,     -2
  1682,    -27,      3,     -2
  1683,    -31,      8,     -3
  1684,    -33,      2,     -6
  1685,    -33,      1,      1
  1686,    -34,      4,      1
  1687,    -34,     -2,     -2
  1688,    -34,      2,     -3
  1689,    -32,      8,     -2
  1690,    -34,      2,     -2
  1691,    -33,     -3,     -2
  1692,    -36,     -6,     -2
  1693,    -36,      3,     -2
  1694,    -35,      2,     -5
  1695,    -37,      5,     -5
  1696,    -37,      2,     -3
  1697,    -36,     -4,     -1
  1698,    -38,     -1,      0
  1699,    -34,     -2,     -3
  1700,    -36,     -2,     -5
  1701,    -34,      1,     -5
  1702,    -36,     -2,      1
  1703,    -35,      3,     -5
  1704,    -39,      2,     -7
  1705,    -36,      2,     -2
  1706,    -33,     -2,     -4
  1707,    -39,     -7,     -1
  1708,    -39,      4,     -5
  1709,    -39,      3,     -1
  1710,    -39,      8,     -9
  1711,    -35,     -2,     -1
  1712,    -39,      1,     -3
  1713,    -37,      4,     -6
  1714,    -40,      1,     -7
  1715,    -40,      5,     -4
  1716,    -38,      0,     -2
  1717,    -37,     -4,     -2
  1718,    -41,      3,     -1
  1719,    -41,      7,     -9
  1720,    -38,      7,     -7
  1721,    -39,     -3,     -3
  1722,    -41,      2,     -1
  1723,    -37,     -2,     -5
  1724,    -42,      2,     -5
  1725,    -39,      3,     -5
  1726,    -33,      1,     -2
  1727,    -43,      0,     -2
  1728,    -43,      4,     -4
  1729,    -45,      6,     -3
  1730,    -39,      6,     -4
  1731,    -40,     -4,      7
  1732,    -45,     -4,     -1
  1733,    -42,      3,     -7
  1734,    -44,      0,     -7
  1735,    -41,      5,     -2
  1736,    -42,      0,     -2
  1737,    -43,      1,      5
  1738,    -45,      4,     -3
  1739,    -43,      2,     -4
  1740,    -44,      0,     -4
  1741,    -40,      0,     -1
  1742,    -40,      2,     -2
  1743,    -39,      4,     -2
  1744,    -43,      2,     -4
  1745,    -42,      5,     -2
  1746,    -42,     -2,     -1
  1747,    -42,      0,      0
  1748,    -44,      3,     -2
  1749,    -42,      5,      0
  1750,    -44,      6,     -1
  1751,    -41,      1,     -3
  1752,    -40,      2,     -3
  1753,    -39,      6,      1
  1754,    -44,      2,     -1
  1755,    -38,      2,     -1
  1756,    -39,     -3,      1
  1757,    -44,     -3,      1
  1758,    -38,      6,     -1
  1759,    -39,      4,     -3
  1760,    -37,      3,     -2
  1761,    -40,      2,     -2
  1762,    -42,      1,      0
  1763,    -39,      3,     -2
  1764,    -45,      3,     -3
  1765,    -48,      2,     -7
  1766,    -39,      1,      0
  1767,    -35,     -4,      3
  1768,    -41,      9,     -3
  1769,    -41,      5,     -4
  1770,    -38,      2,     -4
  1771,    -35,      4,     -3
  1772,    -36,      1,     -1
  1773,      5,     -2,    -37
  1774,      5,     -2,    -41
  1775,      2,     -7,    -40
  1776,      2,     -2,    -40
  1777,      1,      0,    -40
  1778,      5,     -1,    -39
  1779,      7,      0,    -36
  1780,      5,     -3,    -32
  1781,      7,     -3,    -38
  1782,      5,      1,    -34
  1783,      8,      0,    -37
  1784,      2,      2,    -35
  1785,      4,      1,    -35
  1786,     -4,     -3,    -37
  1787,      3,      6,    -33
  1788,      6,     -2,    -39
  1789,      3,     -4,    -35
  1790,      4,     -4,    -31
  1791,      3,      5,    -35
  1792,      6,      1,    -38
  1793,      4,      1,    -37
  1794,      5,     -2,    -28
  1795,      6,      0,    -33
  1796,      8,     -2,    -35
  1797,      2,     -2,    -33
  1798,      5,      2,    -36
  1799,      8,     -3,    -32
  1800,      3,      2,    -36
  1801,      2,      1,    -35
  1802,      0,      4,    -37
  1803,      8,      5,    -35
  1804,      3,     -7,    -30
  1805,      8,     -2,    -32
  1806,      5,      1,    -35
  1807,      1,      4,    -33
  1808,      8,     -2,    -31
  1809,     11,     -1,    -27
  1810,      8,     -3,    -30
  1811,      5,      0,    -27
  1812,      3,      5,    -31
  1813,      4,     -2,    -30
  1814,      4,     -5,    -30
  1815,      4,     -2,    -30
  1816,      1,     -1,    -33
  1817,      2,      0,    -28
  1818,      8,      0,    -27
  1819,      6,      0,    -24
  1820,      4,     -3,    -26
  1821,      3,      1,    -25
  1822,      1,      0,    -31
  1823,      5,      0,    -27
  1824,      9,     -1,    -26
  1825,      8,      1,    -28
  1826,      1,      1,    -28
  1827,      4,      2,    -26
  1828,      6,      1,    -25
  1829,      5,     -4,    -23
  1830,      5,      2,    -25
  1831,      4,      2,    -28
  1832,      3,      2,    -24
  1833,      4,     -1,    -26
  1834,      7,     -3,    -24
  1835,      3,     -1,    -22
  1836,      2,      0,    -27
  1837,     -4,     -2,    -21
  1838,      6,      1,    -24
  1839,      1,     -3,    -24
  1840,      2,     -4,    -22
  1841,      2,      1,    -20
  1842,      2,      4,    -25
  1843,      4,      6,    -24
  1844,      4,     -4,    -25
  1845,      6,      1,    -20
  1846,     -4,     -2,    -24
  1847,      4,      1,    -24
  1848,      9,      1,    -18
  1849,      3,     -4,    -18
  1850,      4,      2,    -21
  1851,      2,      0,    -18
  1852,      2,      0,    -19
  1853,      3,      0,    -20
  1854,      3,     -1,    -18
  1855,      4,      0,    -17
  1856,      3,      1,    -18
  1857,     -5,      0,    -21
  1858,      6,      1,    -21
  1859,     -1,      0,    -17
  1860,      0,      0,    -20
  1861,      2,     -1,    -20
  1862,     -2,      2,    -16
  1863,      3,     -2,    -23
  1864,      1,      0,    -20
  1865,      2,     -7,    -17
  1866,      1,      1,    -21
  1867,      2,     -2,    -16
  1868,      3,     -7,    -19
  1869,      4,     -4,    -15
  1870,      0,     -2,    -14
  1871,     -5,     -8,    -16
  1872,     -6,      1,    -15
  1873,      0,     -3,    -12
  1874,      0,     -3,    -13
  1875,      1,     -1,    -13
  1876,      1,      1,    -14
  1877,     -4,     -1,    -17
  1878,      6,     -2,    -14
  1879,      5,     -4,    -16
  1880,     -1,     -3,    -10
  1881,      0,     -1,    -16
  1882,     -5,      1,     -7
  1883,     -4,     -1,    -11
  1884,      0,     -5,    -15
  1885,     -7,     -1,    -12
  1886,     -4,     -2,    -12
  1887,     -4,      4,    -14
  1888,      0,     -5,    -14
  1889,      3,     -5,    -12
  1890,     -1,     -3,     -7
  1891,     -6,     -2,    -10
  1892,     -6,      1,     -9
  1893,      2,     -3,    -14
  1894,     -1,     -1,    -11
  1895,      1,     -2,     -5
  1896,     -7,     -3,     -7
  1897,     -4,     -2,     -9
  1898,      2,     -5,    -10
  1899,      2,     -7,    -10
  1900,      2,     -3,    -11
  1901,     -7,     -3,    -13
  1902,     -5,      2,    -12
  1903,      1,     -5,     -7
  1904,      0,     -2,     -8
  1905,      0,     -4,     -5
  1906,     -2,      0,     -9
  1907,     -4,      2,     -8
  1908,     -2,      4,     -8
  1909,      2,     -6,     -3
  1910,     -4,     -3,     -3
  1911,     -5,      1,     -3
  1912,     -8,      2,     -6
  1913,     -1,     -4,    -11
  1914,      0,      0,     -5
  1915,     -1,     -1,     -5
  1916,     -1,     -3,     -5
  1917,     -7,     -2,     -3
  1918,     -2,     -3,     -6
  1919,     -2,     -7,     -5
  1920,     -4,      0,     -6
  1921,     -2,     -2,     -1
  1922,     -3,     -3,     -2
  1923,     -3,     -5,      1
  1924,     -4,     -5,     -5
  1925,     -7,     -1,      3
  1926,     -1,      1,     -5
  1927,      3,      1,     -2
  1928,     -1,      1,      4
  1929,     -1,     -2,      3
  1930,      3,      2,      3
  1931,      9,      1,      1
  1932,      2,      4,      8
  1933,     -2,      4,      0
  1934,     -2,      1,      3
  1935,     -4,      2,     -2
  1936,     -1,      2,     -4
  1937,     -1,      4,      2
  1938,     -1,      5,      0
  1939,      0,      1,      0
  1940,      1,      3,     -4
  1941,     -1,      2,      1
  1942,      8,      3,      4
  1943,      4,      1,      1
  1944,     -1,      4,      5
  1945,      8,      1,      2
  1946,     -4,      2,      2
  1947,      3,      3,     -7
  1948,      1,      4,      5
  1949,      0,      3,      2
  1950,     -1,     11,      0
  1951,      0,      6,     -1
  1952,      2,      5,      8
  1953,      4,      3,      5
  1954,     -5,     12,      6
  1955,     -2,      7,      6
  1956,      2,      7,      0
  1957,      6,      5,      7
  1958,      2,      6,      1
  1959,      0,      7,      2
  1960,     -2,      9,      6
  1961,     -1,      6,      3
  1962,      2,      8,      7
  1963,     -2,     10,      6
  1964,     -2,     11,      8
  1965,     -2,     12,      4
  1966,     -2,     16,      4
  1967,      2,      9,      2
  1968,      2,     10,      3
  1969,      0,      8,     10
  1970,      2,     11,      6
  1971,      7,     10,      6
  1972,      6,      8,      9
  1973,      7,     10,      7
  1974,      2,     14,      6
  1975,     -1,     18,      6
  1976,      4,     10,      7
  1977,      6,     10,     10
  1978,     -3,     12,      9
  1979,      0,     14,      5
  1980,      6,     12,      6
  1981,     -1,     15,      6
  1982,      6,     13,      8
  1983,      2,     10,     16
  1984,     -7,     15,      8
  1985,     10,     15,      7
  1986,     -2,     16,      6
  1987,      5,     16,      7
  1988,     -2,     12,      4
  1989,      2,     16,      4
  1990,     -2,     14,      4
  1991,      1,     15,      7
  1992,      2,     13,     11
  1993,     -4,     15,      9
  1994,     -1,     14,      7
  1995,      0,     18,      7
  1996,      4,     19,      3
  1997,      2,     15,     10
  1998,     -1,     18,     10
  1999,     -1,     18,     10
  2000,      1,     18,      7
  2001,      1,     21,      3
  2002,      5,     15,      6
  2003,     -2,     21,     13
  2004,      2,     20,     10
  2005,      2,     19,      9
  2006,     -4,     22,      7
  2007,      0,     19,     10
  2008,      2,     19,      6
  2009,     -2,     22,      8
  2010,     -2,     25,      2
  2011,     -5,     22,      4
  2012,      1,     22,      5
  2013,      0,     21,      6
  2014,      1,     23,      6
  2015,      0,     28,      3
  2016,      2,     21,      6
  2017,      1,     24,      4
  2018,      0,     20,      5
  2019,     -1,     26,      6
  2020,     -2,     28,     -1
  2021,     -3,     29,      1
  2022,     -1,     29,      8
  2023,      0,     28,     10
  2024,     -1,     27,     11
  2025,     -6,     30,      1
  2026,     -6,     31,      4
  2027,     -1,     23,      5
  2028,     -2,     28,      5
  2029,     -2,     30,      9
  2030,     -4,     35,      1
  2031,     -3,     31,      0
  2032,     -2,     27,      0
  2033,     -4,     34,      1
  2034,     -5,     34,      3
  2035,     -7,     38,      3
  2036,      0,     35,      3
  2037,      1,     30,      2
  2038,     -1,     32,     -1
  2039,     -2,     34,      0
  2040,     -3,     35,     -3
  2041,     -2,     37,     -2
  2042,     -1,     37,      2
  2043,     -1,     38,      0
  2044,     -1,     34,      5
  2045,     -5,     41,     -4
  2046,     -4,     39,     -4
  2047,      2,     41,      0
  2048,     -2,     38,      1
  2049,      0,     41,     -2
  2050,      0,     43,    -10
  2051,     -2,     41,    -10
  2052,      2,     41,     -4
  2053,     -1,     47,     -4
  2054,      1,     43,     -3
  2055,      0,     48,     -5
  2056,     -2,     44,     -9
  2057,     -3,     46,     -6
  2058,     -3,     46,      2
  2059,     -3,     44,     -5
  2060,      0,     55,     -9
  2061,     -4,     48,     -8
  2062,      4,     45,     -3
  2063,     -3,     54,     -7
  2064,     -2,     51,    -10
  2065,     -3,     57,     -6
  2066,     -3,     53,     -9
  2067,     -2,     52,     -3
  2068,     -6,     -7,     -5
  2069,     55,     -9,     -5
  2070,     55,    -14,     -2
  2071,     58,    -12,     -6
  2072,     50,     -6,     -3
  2073,     59,     -8,      0
  2074,     52,     -9,      0
  2075,     53,    -13,     -1
  2076,     58,    -12,     -3
  2077,     54,    -10,      2
  2078,     54,     -9,      1
  2079,     54,    -10,     -5
  2080,     61,    -15,      0
  2081,     57,    -14,      5
  2082,     59,     -9,      7
  2083,     59,     -9,     -3
  2084,     58,    -11,      6
  2085,     63,    -16,      3
  2086,     61,    -11,      3
  2087,     61,    -13,     -4
  2088,     61,    -14,      0
  2089,     56,    -10,      1
  2090,     62,    -12,     -3
  2091,     58,    -22,      5
  2092,     62,    -13,      1
  2093,     63,    -15,      2
  2094,     61,    -18,      4
  2095,     64,    -17,      1
  2096,     63,    -13,      5
  2097,     56,    -14,      7
  2098,     57,    -11,      0
  2099,     58,    -16,     -1
  2100,     64,    -17,      5
  2101,     56,    -19,      3
  2102,     60,    -12,     -2
  2103,     58,    -10,     -2
  2104,     59,    -13,      2
  2105,     61,    -17,      0
  2106,     60,    -13,      2
  2107,     55,    -15,     -1
  2108,     61,    -11,     -1
  2109,     57,    -15,     -1
  2110,     57,    -13,     -2
  2111,     60,    -15,      0
  2112,     59,    -12,      4
  2113,     58,    -14,     -3
  2114,     58,    -15,     -2
  2115,     60,    -17,     -2
  2116,     56,    -14,      5
  2117,     50,    -11,     -1
  2118,     50,    -13,     -2
  2119,     57,    -13,      0
  2120,     54,    -19,     -4
  2121,     55,    -20,      0
  2122,     45,    -14,      1
  2123,     52,     -8,     -5
  2124,     48,    -14,     -7
  2125,     51,    -12,     -3
  2126,     50,    -11,      2
  2127,     46,    -10,     -1
  2128,     51,     -4,     -4
  2129,     48,    -10,      1
  2130,     54,    -15,     -1
  2131,     46,    -14,      2
  2132,     45,    -10,      1
  2133,     46,    -12,     -4
  2134,     46,     -8,     -4
  2135,     46,    -13,     -1
  2136,     47,     -9,      3
  2137,     45,     -7,      1
  2138,     43,     -8,     -3
  2139,     45,     -8,     -2
  2140,     44,     -6,      1
  2141,     37,    -10,      3
  2142,     42,     -6,      0
  2143,     43,     -6,     -3
  2144,     41,     -7,      0
  2145,     44,     -9,      2
  2146,     42,     -9,      6
  2147,     36,     -3,      3
  2148,     36,     -3,     -1
  2149,     37,      1,      1
  2150,     39,     -5,      3
  2151,     39,     -6,      5
  2152,     36,     -4,      1
  2153,     38,     -4,     -3
  2154,     31,     -2,      1
  2155,     35,     -4,      5
  2156,     33,     -4,      2
  2157,     36,      2,      2
  2158,     29,      2,      2
  2159,     35,     -2,      0
  2160,     36,     -3,      1
  2161,     30,     -7,      7
  2162,     29,     -1,      8
  2163,     30,     -1,      2
  2164,     31,     -3,      5
  2165,     31,     -3,      7
  2166,     28,     -4,      6
  2167,     25,      1,      6
  2168,     27,      2,     10
  2169,     26,     -1,      5
  2170,     31,     -4,      5
  2171,     28,     -4,      7
  2172,     20,      2,      6
  2173,     23,     -4,      8
  2174,     23,     -1,      7
  2175,     24,     -1,      6
  2176,     20,     -2,      5
  2177,     25,      5,      6
  2178,     19,      2,      8
  2179,     22,      7,      6
  2180,     18,     -2,      8
  2181,     20,      1,     12
  2182,     16,      5,      8
  2183,     16,      4,      1
  2184,     20,      3,      6
  2185,     14,      2,      5
  2186,     13,     -1,     10
  2187,     14,      8,      8
  2188,     12,      4,      5
  2189,     14,      3,      4
  2190,     13,     -3,      8
  2191,     11,     -2,     12
  2192,     11,      5,     13
  2193,      8,      5,      6
  2194,      9,      3,      8
  2195,     14,     -2,      5
  2196,      8,      3,      7
  2197,      9,      8,      7
  2198,      9,      3,      5
  2199,      8,      4,      4
  2200,      4,      3,      7
  2201,      6,     -3,     10
  2202,      6,      7,      4
  2203,      7,     10,      1
  2204,      5,      3,      5
  2205,      2,      5,      7
  2206,      2,      2,     11
  2207,      0,      6,      4
  2208,      1,      3,      1
  2209,     -2,      4,      4
  2210,      2,      2,      1
  2211,      0,     -2,      9
  2212,      0,      6,      4
  2213,     -2,      2,      7
  2214,     -3,      8,      0
  2215,      1,      3,     -1
  2216,      0,      7,     -4
  2217,      4,      0,     -6
  2218,      3,      2,     -4
  2219,      1,      0,     -2
  2220,     -1,      0,     -4
  2221,      0,      0,     -3
  2222,      5,     -3,     -2
  2223,      5,      1,     -5
  2224,      3,      1,      0
  2225,      1,      5,     -2
  2226,      4,      4,     -8
  2227,      3,      5,     -5
  2228,      9,      0,     -6
  2229,     -2,      5,     -5
  2230,      2,      5,     -6
  2231,     -3,      6,     -5
  2232,     -3,      4,     -6
  2233,      4,      1,     -3
  2234,      9,      5,     -7
  2235,      2,      5,     -4
  2236,      0,      7,     -6
  2237,      4,      3,     -7
  2238,      2,      4,     -4
  2239,      3,      3,     -3
  2240,     -3,      1,     -5
  2241,     -4,      3,     -8
  2242,      4,      1,    -11
  2243,      8,      0,     -7
  2244,      4,      4,     -8
  2245,      1,      4,    -11
  2246,     -2,     -1,     -7
  2247,      6,     -2,     -8
  2248,      5,      1,    -10
  2249,      6,      3,    -11
  2250,      3,      1,    -11
  2251,     -2,      5,     -7
  2252,      5,      1,     -9
  2253,      9,      1,    -15
  2254,      4,      3,    -13
  2255,      1,      1,    -10
  2256,      1,      3,    -16
  2257,      1,      3,    -15
  2258,      6,     -1,    -15
  2259,      7,     -3,    -12
  2260,      4,      1,    -14
  2261,      0,      7,    -15
  2262,      8,      0,    -17
  2263,      5,      1,    -15
  2264,      5,      1,    -18
  2265,      6,      4,    -19
  2266,     -3,      8,    -20
  2267,      6,      1,    -20
  2268,      4,      0,    -17
  2269,      6,      3,    -14
  2270,     -2,      4,    -17
  2271,      6,      5,    -22
  2272,      0,     -3,    -15
  2273,      2,     -1,    -18
  2274,      3,      1,    -18
  2275,      2,     -1,    -18
  2276,      4,      0,    -20
  2277,     10,     -6,    -19
  2278,      1,      1,    -19
  2279,      2,     -2,    -20
  2280,      2,      0,    -17
  2281,      2,     -2,    -24
  2282,      6,      1,    -21
  2283,      4,     -2,    -20
  2284,      3,     -1,    -19
  2285,      0,      4,    -24
  2286,      4,      1,    -22
  2287,      4,     -4,    -25
  2288,      6,     -3,    -25
  2289,      3,     -2,    -24
  2290,      3,     -1,    -24
  2291,      2,      4,    -25
  2292,      4,     -1,    -22
  2293,      7,     -6,    -23
  2294,      3,     -5,    -22
  2295,     -3,      0,    -28
  2296,      2,      3,    -29
  2297,      6,     -1,    -28
  2298,      3,     -3,    -27
  2299,      5,     -4,    -26
  2300,      1,     -3,    -25
  2301,      2,     -3,    -24
  2302,      3,      0,    -27
  2303,      3,     -9,    -27
  2304,      4,     -7,    -27
  2305,      3,     -3,    -32
  2306,      3,      1,    -29
  2307,      3,     -4,    -26
  2308,      9,     -2,    -30
  2309,      1,     -4,    -31
  2310,     -3,     -5,    -34
  2311,     -3,     -1,    -35
  2312,      1,      0,    -35
  2313,      2,     -6,    -36
  2314,      3,     -8,    -32
  2315,      2,     -7,    -31
  2316,      2,     -2,    -33
  2317,      1,     -8,    -40
  2318,      8,    -11,    -32
  2319,      3,     -7,    -34
  2320,     -6,     -4,    -38
  2321,     -5,     -5,    -39
  2322,     -1,     -5,    -38
  2323,      0,    -11,    -37
  2324,      3,     -9,    -36
  2325,     -6,     -6,    -40
  2326,     -1,     -5,    -40
  2327,      1,    -10,    -40
  2328,     -4,    -11,    -41
  2329,      0,    -10,    -41
  2330,     -1,    -11,    -45
  2331,     -6,     -5,    -42
  2332,     -3,     -6,    -42
  2333,     -3,     -5,    -43
  2334,     -3,     -8,    -41
  2335,      0,    -12,    -36
  2336,     -5,     -4,    -44
  2337,     -1,     -9,    -48
  2338,     -4,     -7,    -46
  2339,      3,     -5,    -44
  2340,     -1,     -8,    -43
  2341,     -6,     -4,    -45
  2342,     -5,    -10,    -48
  2343,      2,    -10,    -45
  2344,      0,    -10,    -43
  2345,     -5,     -9,    -47
  2346,      1,     -3,    -46
  2347,      0,    -10,    -50
  2348,      1,    -12,    -50
  2349,     -1,    -10,    -45
  2350,      0,     -7,    -52
  2351,     -3,    -12,    -51
  2352,      1,     -6,    -52
  2353,     -3,    -10,    -51
  2354,      1,    -11,    -41
  2355,     -4,    -11,    -50
  2356,     -5,     -4,    -54
  2357,      4,     -8,    -48
  2358,      4,    -11,    -46
  2359,      1,     -9,    -49
  2360,     -4,     -4,    -51
  2361,    -11,     -9,    -50
  2362,     -3,     -9,    -50
  2363,     -1,     -7,      3
  2364,     -7,    -46,     -7
  2365,     -6,    -48,     -4
  2366,     -8,    -56,      4
  2367,     -7,    -48,      5
  2368,    -10,    -51,      2
  2369,     -3,    -47,     -1
  2370,     -8,    -49,     -5
  2371,     -2,    -52,      0
  2372,     -8,    -52,      0
  2373,     -6,    -48,      0
  2374,     -5,    -46,      1
  2375,     -6,    -48,      3
  2376,     -5,    -42,      5
  2377,     -7,    -47,      5
  2378,     -9,    -48,     -1
  2379,     -7,    -43,      1
  2380,     -8,    -46,      2
  2381,      0,    -47,      4
  2382,     -9,    -43,      2
  2383,     -8,    -45,      5
  2384,     -5,    -38,      0
  2385,     -8,    -46,      2
  2386,     -2,    -40,      4
  2387,     -3,    -42,      4
  2388,     -5,    -43,      1
  2389,     -8,    -39,      5
  2390,     -2,    -42,      0
  2391,     -2,    -42,      6
  2392,     -5,    -41,      3
  2393,     -7,    -39,      4
  2394,     -1,    -40,     -2
  2395,     -7,    -40,      2
  2396,      0,    -43,      1
  2397,     -4,    -42,      5
  2398,     -2,    -41,      3
  2399,     -7,    -34,      1
  2400,     -7,    -37,      1
  2401,     -1,    -42,      4
  2402,     -5,    -40,      4
  2403,     -3,    -36,      3
  2404,     -4,    -34,      1
  2405,      1,    -38,      3
  2406,      3,    -37,      3
  2407,     -1,    -38,      6
  2408,     -4,    -38,      6
  2409,     -5,    -35,     -1
  2410,      2,    -38,      4
  2411,      2,    -38,      7
  2412,     -1,    -38,      7
  2413,      1,    -33,      0
  2414,     -3,    -33,      1
  2415,     -1,    -37,      3
  2416,     -1,    -36,      4
  2417,      1,    -35,      5
  2418,     -2,    -37,      8
  2419,     -1,    -31,      3
  2420,      1,    -37,      5
  2421,      0,    -36,      4
  2422,      1,    -36,      7
  2423,     -4,    -32,      3
  2424,     -1,    -34,      1
  2425,      3,    -35,     -3
  2426,      5,    -36,      8
  2427,      1,    -37,      3
  2428,      6,    -36,      2
  2429,      2,    -29,      3
  2430,      1,    -30,     -3
  2431,      9,    -34,      7
  2432,      1,    -37,      1
  2433,     -1,    -32,      8
  2434,      0,    -30,      3
  2435,      1,    -34,      4
  2436,      3,    -32,     10
  2437,      1,    -33,      6
  2438,      1,    -33,      2
  2439,     -4,    -32,      7
  2440,     -1,    -31,      0
  2441,      5,    -33,      7
  2442,      1,    -31,      8
  2443,     -4,    -29,     10
  2444,     -5,    -26,      4
  2445,     -3,    -29,      0
  2446,      3,    -27,      7
  2447,     -2,    -33,      6
  2448,      7,    -30,      3
  2449,     -4,    -26,      0
  2450,      1,    -33,     -5
  2451,      6,    -32,      3
  2452,      0,    -28,      0
  2453,     -1,    -30,      6
  2454,      1,    -30,     -4
  2455,     -1,    -27,      1
  2456,      1,    -32,      4
  2457,     -5,    -30,      6
  2458,     -5,    -32,      0
  2459,      2,    -29,     -2
  2460,      0,    -29,     -2
  2461,      7,    -29,      1
  2462,      1,    -28,      0
  2463,     -3,    -27,      2
  2464,     -3,    -26,      3
  2465,     -2,    -27,     -6
  2466,      7,    -26,      3
  2467,     -2,    -28,      2
  2468,     -5,    -26,     -5
  2469,     -1,    -27,      1
  2470,     -1,    -28,      1
  2471,      1,    -24,      2
