accelometer ODR: 3200 Hz
 Row #, X-AXIS, Y-AXIS, Z-AXIS
    78,      7,     -3,      7
    79,     10,      0,     12
    80,      4,      0,     11
    81,      1,      8,     10
    82,      6,      0,      6
    83,      7,      2,     13
    84,      8,      1,     14
    85,      1,      0,     14
    86,      1,      1,     10
    87,      8,     -3,     15
    88,      6,      0,     11
    89,      6,     -5,     15
    90,      1,      4,     13
    91,      1,      6,     14
    92,      0,      1,     10
    93,      5,     -1,     17
    94,     10,     -3,     19
    95,      8,     -2,     17
    96,      9,      1,     12
    97,      6,      2,     18
    98,      8,     -9,     15
    99,      1,      0,     17
   100,      2,     -4,     17
   101,      4,     -2,     14
   102,      4,     -3,     14
   103,     13,    -11,     16
   104,      5,     -3,     21
   105,      7,     -2,     24
   106,      7,      3,     18
   107,      9,      2,     18
   108,      6,     -4,     24
   109,     10,     -1,     23
   110,      6,     -2,     24
   111,      9,      3,     19
   112,      9,     -1,     21
   113,     12,     -7,     26
   114,     10,     -4,     24
   115,      8,     -1,     24
   116,      8,      1,     25
   117,     10,     -4,     23
   118,      9,     -9,     23
   119,     11,     -3,     23
   120,      1,     -4,     26
   121,      7,     -5,     21
   122,     10,     -3,     26
   123,      9,     -6,     21
   124,      7,     -5,     25
   125,      1,     -3,     27
   126,      2,     -3,     21
   127,      2,     -2,     31
   128,      5,     -4,     32
   129,      7,     -4,     30
   130,      5,      0,     31
   131,     -3,     -2,     30
   132,      5,     -3,     31
   133,      5,     -7,     34
   134,      0,     -4,     36
   135,      0,     -3,     35
   136,      2,     -3,     34
   137,      5,     -9,     30
   138,     10,     -5,     33
   139,      5,     -3,     37
   140,     -1,     -4,     36
   141,      1,      0,     39
   142,      5,     -5,     35
   143,      4,     -7,     41
   144,      5,     -6,     43
   145,      1,     -6,     44
   146,      0,     -2,     41
   147,      2,     -3,     47
   148,      2,     -8,      9
   149,     -9,     51,      1
   150,     -6,     43,     -3
   151,     -3,     40,      2
   152,     -2,     48,      1
   153,     -8,     49,     -5
   154,     -7,     54,     -1
   155,     -9,     54,     -3
   156,      1,     49,      1
   157,     -5,     48,     -3
   158,     -4,     53,      0
   159,      0,     56,      1
   160,     -3,     57,     -6
   161,      1,     53,      0
   162,     -1,     56,     -3
   163,     -1,     53,     -3
   164,     -1,     55,     -3
   165,     -1,     55,     -6
   166,      0,     56,     -5
   167,     -3,     52,     -6
   168,     -1,     57,     -8
   169,     -4,     57,    -10
   170,      1,     58,     -7
   171,      5,     57,     -4
   172,      1,     58,     -5
   173,     -1,     58,     -6
   174,      0,     60,     -7
   175,      5,     61,     -7
   176,      1,     60,     -3
   177,      7,     58,     -4
   178,     -1,     60,     -6
   179,     -1,     61,    -10
   180,      3,     62,    -12
   181,     10,     60,     -4
   182,     -2,     63,     -7
   183,      0,     62,    -13
   184,      1,     67,    -13
   185,      2,     63,    -12
   186,      3,     61,    -12
   187,      3,     63,    -10
   188,      4,     62,     -4
   189,      0,     65,    -16
   190,     -1,     66,     -8
   191,      3,     63,     -3
   192,     -3,     62,     -8
   193,     -2,     64,    -12
   194,      1,     68,    -14
   195,      3,     66,    -15
   196,      0,     57,     -8
   197,     -1,     63,    -12
   198,      0,     69,    -11
   199,      3,     66,    -15
   200,      1,     59,    -20
   201,      7,     62,    -10
   202,      2,     64,    -13
   203,      1,     64,    -14
   204,      2,     68,    -12
   205,      0,     62,    -13
   206,      9,     67,     -4
   207,     -1,     64,    -11
   208,      5,     64,     -7
   209,      2,     66,    -15
   210,     -1,     66,     -8
   211,      7,     63,    -10
   212,      3,     58,    -12
   213,      0,     66,    -11
   214,     -2,     67,    -14
   215,      7,     62,    -13
   216,      5,     62,    -10
   217,      8,     58,     -9
   218,      2,     60,    -11
   219,      3,     63,    -15
   220,      4,     57,    -12
   221,      7,     55,     -8
   222,      1,     58,    -10
   223,      0,     59,     -8
   224,     -1,     61,     -6
   225,      1,     58,    -14
   226,      9,     54,     -8
   227,     -1,     55,     -6
   228,     -2,     54,    -10
   229,      1,     55,    -12
   230,      2,     57,     -7
   231,     -3,     55,     -2
   232,      1,     48,     -8
   233,      4,     48,     -4
   234,      3,     53,     -9
   235,     -3,     50,     -8
   236,      5,     48,     -4
   237,      3,     46,     -4
   238,      4,     45,     -4
   239,      5,     48,    -10
   240,      3,     47,     -9
   241,      4,     42,     -8
   242,      4,     43,     -3
   243,      2,     46,     -3
   244,      5,     45,    -10
   245,      4,     42,    -10
   246,      4,     38,     -6
   247,      0,     39,     -4
   248,      5,     38,    -11
   249,      0,     36,     -5
   250,      6,     32,     -7
   251,     11,     34,     -2
   252,     -1,     36,      3
   253,     -2,     36,      1
   254,      1,     35,     -4
   255,      0,     36,    -10
   256,      7,     31,     -5
   257,      6,     29,     -2
   258,     -1,     38,      4
   259,      0,     36,     -5
   260,      4,     31,     -6
   261,      4,     30,      0
   262,      8,     31,      0
   263,      8,     27,     -1
   264,      8,     36,      0
   265,      4,     25,      4
   266,      3,     29,      3
   267,      4,     29,      3
   268,      6,     29,      0
   269,      2,     26,      0
   270,      9,     27,     -3
   271,     11,     26,      0
   272,      3,     27,      4
   273,      4,     24,      4
   274,      7,     26,      2
   275,      9,     26,      4
   276,     13,     18,      8
   277,      4,     20,      0
   278,      7,     18,      3
   279,      7,     22,      3
   280,     10,     21,      0
   281,     11,     15,      2
   282,      9,     21,      4
   283,      6,     14,      6
   284,      7,     17,      3
   285,     11,     14,     -1
   286,     13,     16,      8
   287,      7,     11,      7
   288,      3,     17,      6
   289,      4,     12,      4
   290,      4,     13,      4
   291,     13,      7,      4
   292,     13,     11,     10
   293,      4,      8,      6
   294,     12,      8,      2
   295,      8,      9,     -3
   296,     10,      6,      8
   297,      2,      4,      8
   298,      7,      6,      4
   299,      2,     -5,     12
   300,     10,      2,     12
   301,      2,      3,     11
   302,      4,      6,      6
   303,      1,     14,      7
   304,      4,      4,      7
   305,      8,      4,     10
   306,     -1,      7,      6
   307,     -2,      8,      6
   308,      1,      6,      9
   309,      5,      3,     11
   310,      2,      4,     11
   311,      2,      9,      8
   312,     -1,      8,      7
   313,      0,      8,      6
   314,      2,      5,     11
   315,     -1,     -2,     10
   316,     -4,      3,     10
   317,     -2,      5,     10
   318,     -2,      9,     11
   319,     -5,      9,      8
   320,     -4,      3,     14
   321,     -2,     13,     10
   322,     -6,      9,      6
   323,     -3,      6,      7
   324,     -3,      3,      4
   325,     -3,      3,      7
   326,     -9,      7,      8
   327,     -5,      9,      5
   328,     -7,      9,      5
   329,     -8,      1,     10
   330,     -5,      3,      6
   331,     -9,     11,      6
   332,    -11,      3,      6
   333,     -9,     11,      5
   334,     -7,      1,      7
   335,     -8,      5,      9
   336,    -13,      7,      5
   337,     -9,      6,      1
   338,    -15,      8,      7
   339,     -7,      3,      5
   340,    -11,      5,     10
   341,    -10,      8,     10
   342,    -11,      7,      7
   343,     -9,      7,      8
   344,     -7,      3,      8
   345,    -15,      4,     12
   346,    -15,      8,      6
   347,    -15,     12,      2
   348,    -11,     11,      7
   349,    -12,      6,      8
   350,    -11,      4,     11
   351,    -11,     13,      6
   352,    -15,      4,     -1
   353,    -13,     12,      6
   354,    -10,      7,      7
   355,    -15,      2,      7
   356,    -15,      5,      4
   357,    -17,      9,      6
   358,    -20,     11,      1
   359,    -15,      5,      6
   360,    -15,      6,      7
   361,    -17,      9,      2
   362,    -14,      8,      5
   363,    -13,      7,      6
   364,    -17,      8,      5
   365,    -17,      4,      7
   366,    -19,      6,      6
   367,    -21,      5,      1
   368,    -18,     10,     -1
   369,    -17,      6,      4
   370,    -18,      4,     11
   371,    -23,      9,      4
   372,    -25,      8,      0
   373,    -22,      3,      1
   374,    -18,      2,      8
   375,    -21,      8,      5
   376,    -21,      2,      1
   377,    -19,      8,     -4
   378,    -21,      8,     -2
   379,    -17,      3,      0
   380,    -23,      5,      7
   381,    -25,      6,     -2
   382,    -28,      9,     -1
   383,    -25,      9,     -2
   384,    -26,      6,      0
   385,    -22,      5,      7
   386,    -27,      9,      3
   387,    -26,      8,      1
   388,    -26,      6,      1
   389,    -24,      2,      1
   390,    -31,      6,      6
   391,    -28,     10,      5
   392,    -33,      5,      0
   393,    -30,      6,     -2
   394,    -28,      4,      3
   395,    -28,      1,      1
   396,    -28,      2,      1
   397,    -28,      2,     -3
   398,    -32,      7,     -3
   399,    -35,     -5,     -4
   400,    -36,      5,     -4
   401,    -32,      3,     -4
   402,    -34,      3,     -3
   403,    -36,      6,     -2
   404,    -34,      3,     -2
   405,    -37,     -4,     -3
   406,    -43,      2,     -6
   407,    -41,      2,     -7
   408,    -34,      2,     -2
   409,    -36,      5,     -4
   410,    -38,      1,      0
   411,    -40,      1,     -3
   412,    -40,      6,     -7
   413,    -40,      0,     -4
   414,    -34,     -3,     -2
   415,    -36,     -6,      0
   416,    -41,      3,     -2
   417,    -42,      3,     -3
   418,    -43,     -1,     -5
   419,    -36,      1,     -4
   420,    -40,     -3,     -3
   421,    -47,      2,     -4
   422,    -45,      1,     -5
   423,    -42,     -3,     -4
   424,    -42,     -5,     -2
   425,    -41,     -6,      2
   426,    -45,      2,     -6
   427,    -45,     -3,     -8
   428,    -48,     -3,     -4
   429,    -46,      1,     -3
   430,    -43,     -6,      2
   431,    -49,      0,     -9
   432,    -45,      2,     -8
   433,    -48,      1,     -1
   434,    -48,     -4,     -6
   435,    -47,     -7,     -7
   436,    -48,      2,     -4
   437,    -47,     -1,     -6
   438,    -47,     -3,    -13
   439,    -43,     -5,     -7
   440,    -47,     -3,     -7
   441,    -51,      1,     -6
   442,    -49,      3,     -9
   443,    -48,     -3,     -8
   444,     -7,     -6,    -48
   445,     -3,     -6,    -51
   446,     -2,     -7,    -55
   447,      0,     -7,    -49
   448,      0,     -5,    -53
   449,     -6,     -6,    -50
   450,      0,     -4,    -47
   451,      9,     -8,    -52
   452,     -3,     -8,    -49
   453,      1,     -7,    -47
   454,     -1,     -3,    -49
   455,     -4,     -4,    -51
   456,     -1,     -4,    -53
   457,     -3,     -4,    -50
   458,     -3,    -12,    -46
   459,     -2,     -7,    -51
   460,     -5,     -6,    -49
   461,      4,     -2,    -52
   462,      3,     -6,    -51
   463,      0,     -4,    -50
   464,     -5,     -2,    -48
   465,     -2,     -7,    -47
   466,      2,     -7,    -49
   467,      3,     -3,    -49
   468,      5,    -10,    -48
   469,      1,     -2,    -46
   470,     -2,     -2,    -46
   471,      3,      1,    -44
   472,      2,     -6,    -41
   473,      6,     -1,    -43
   474,      5,     -6,    -45
   475,     -4,      3,    -46
   476,      2,      0,    -45
   477,      3,     -5,    -47
   478,     -1,     -1,    -43
   479,      2,     -2,    -45
   480,     -6,      3,    -42
   481,      5,      0,    -42
   482,      7,     -5,    -43
   483,      6,     -5,    -42
   484,      2,      0,    -44
   485,     -3,      0,    -39
   486,      8,     -5,    -42
   487,      7,     -6,    -43
   488,      1,     -2,    -39
   489,      2,      3,    -40
   490,      1,      6,    -37
   491,      3,      1,    -39
   492,      3,     -5,    -37
   493,      4,      1,    -38
   494,      3,      1,    -38
   495,      3,     -9,    -41
   496,      7,     -2,    -39
   497,      6,     -6,    -36
   498,      4,      0,    -35
   499,     -5,     -3,    -35
   500,      3,      3,    -40
   501,      1,      5,    -43
   502,     10,     -4,    -38
   503,      1,     -1,    -36
   504,      2,     -3,    -32
   505,      3,      2,    -38
   506,      2,     -1,    -35
   507,      8,     -4,    -33
   508,      5,     -1,    -34
   509,      0,     -1,    -35
   510,      2,      5,    -39
   511,      6,     -2,    -32
   512,      4,     -2,    -29
   513,      5,     -1,    -32
   514,      3,      0,    -36
   515,      6,     -1,    -29
   516,      5,      3,    -32
   517,      3,     -5,    -32
   518,      9,      1,    -32
   519,      4,      1,    -35
   520,     -1,      7,    -33
   521,      5,      0,    -33
   522,      6,     -4,    -32
   523,      3,      1,    -28
   524,      4,      2,    -27
   525,      1,      1,    -31
   526,      6,     -4,    -33
   527,      6,     -1,    -31
   528,      1,      0,    -31
   529,      2,     -1,    -29
   530,      5,      3,    -31
   531,      3,      1,    -34
   532,     10,      2,    -31
   533,      6,     -3,    -24
   534,     -3,     -3,    -29
   535,     -3,      3,    -36
   536,      4,      1,    -30
   537,      4,     -2,    -27
   538,      7,      0,    -27
   539,      0,      0,    -30
   540,      1,      5,    -32
   541,      3,     -2,    -30
   542,      5,     -7,    -28
   543,     -1,     -3,    -29
   544,      3,     -1,    -28
   545,      1,      0,    -28
   546,      5,     -3,    -31
   547,      1,     -5,    -27
   548,      5,      0,    -29
   549,     -4,     -2,    -26
   550,     -4,      0,    -31
   551,      3,     -3,    -28
   552,      1,     -6,    -27
   553,      3,     -3,    -26
   554,     -4,     -7,    -28
   555,     -3,      1,    -29
   556,      3,     -3,    -33
   557,      0,     -5,    -27
   558,     -2,     -7,    -21
   559,     -6,     -7,    -24
   560,      2,     -1,    -19
   561,      3,     -4,    -25
   562,      2,     -3,    -27
   563,      1,     -4,    -21
   564,      0,     -2,    -22
   565,      1,      1,    -21
   566,      4,     -7,    -23
   567,      5,     -6,    -23
   568,      1,     -4,    -20
   569,      3,     -4,    -20
   570,     -3,     -1,    -22
   571,      1,     -3,    -22
   572,      2,     -3,    -24
   573,      0,     -6,    -21
   574,     -5,     -2,    -20
   575,     -4,     -3,    -18
   576,      2,     -2,    -19
   577,     -4,     -5,    -20
   578,      0,     -2,    -18
   579,     -8,     -3,    -14
   580,     -5,     -1,    -22
   581,     -3,     -4,    -22
   582,      1,     -7,    -19
   583,     -3,     -1,    -19
   584,     -4,     -3,    -17
   585,     -5,      1,    -13
   586,     -1,     -6,    -18
   587,     -1,     -6,    -19
   588,     -1,     -3,    -16
   589,     -9,     -2,    -11
   590,     -6,     -4,    -12
   591,     -6,     -5,     -1
   592,     -7,    -17,      0
   593,     -9,    -12,     -5
   594,     -3,    -22,     -7
   595,     -1,    -12,     -4
   596,     -1,    -16,     -1
   597,    -10,    -14,     -5
   598,    -11,    -11,     -3
   599,     -5,    -14,     -7
   600,     -2,    -14,      3
   601,     -3,    -12,      1
   602,     -3,    -11,     -4
   603,     -1,    -13,     -6
   604,     -6,    -10,     -9
   605,      3,     -8,     -1
   606,     -4,    -13,      0
   607,     -8,    -10,     -1
   608,     -5,    -11,     -6
   609,     -2,    -10,     -7
   610,      3,    -10,     -3
   611,     -2,    -12,     -4
   612,     -9,     -6,      0
   613,     -5,     -9,     -7
   614,      0,     -7,     -8
   615,     -2,    -10,      2
   616,     -4,    -10,     -3
   617,     -3,    -11,     -1
   618,     -6,     -2,      0
   619,     -3,     -4,     -6
   620,     -1,     -8,      1
   621,     -2,     -9,     -3
   622,     -5,     -5,     -3
   623,     -2,     -1,     -4
   624,     -1,     -2,     -5
   625,     -1,     -5,     -3
   626,     -6,      0,     -5
   627,     -4,     -2,      1
   628,     -6,     -2,     -7
   629,      0,     -3,     -7
   630,     -1,     -6,     -5
   631,     -8,     -6,     -1
   632,     -3,     -9,     -1
   633,     -7,     -1,     -5
   634,     -5,     -3,     -9
   635,      3,     -5,     -1
   636,      2,     -5,      5
   637,     -6,     -2,      0
   638,      0,      2,      0
   639,      1,     -1,     -3
   640,     -1,      2,     -1
   641,     -2,      5,      5
   642,     -7,      1,      1
   643,     -3,      4,      1
   644,     -2,     -1,     -5
   645,      1,     -1,      0
   646,      0,      4,      1
   647,     -2,      3,      1
   648,     -5,      4,      1
   649,     -1,      5,     -1
   650,     -1,      5,      5
   651,      4,      2,      9
   652,     -8,      9,      1
   653,     -2,      2,     -4
   654,     -1,      6,     -4
   655,      1,      1,      1
   656,     -2,      1,      5
   657,     -4,      2,      3
   658,     -1,      4,     -1
   659,     -1,      4,     -4
   660,      4,      2,      2
   661,      1,      0,      1
   662,     -4,      6,      1
   663,     -2,      4,     -1
   664,     -1,      3,     -4
   665,      3,      5,      2
   666,      3,      1,      3
   667,     -1,      7,      0
   668,      2,      4,      0
   669,     -2,      5,      1
   670,      4,      6,      3
   671,     -2,      7,      4
   672,     -2,      6,      5
   673,      3,      8,      2
   674,      2,      9,     -3
   675,      4,      2,     12
   676,      3,      4,      4
   677,      2,      6,      1
   678,      2,      8,      1
   679,      0,      6,      2
   680,      2,      3,      5
   681,      1,      5,      6
   682,     -2,      4,      1
   683,     -2,      5,      2
   684,      3,      6,      1
   685,      2,      8,      5
   686,      0,      4,      5
   687,      1,      6,      3
   688,     -3,     11,      3
   689,      4,     14,      1
   690,      2,     11,      5
   691,      3,      6,      6
   692,      4,      9,      3
   693,     -2,     10,      2
   694,      0,     10,      7
   695,      3,      7,     11
   696,      1,      8,      9
   697,      1,      8,      4
   698,      2,     14,      5
   699,      4,      8,      7
   700,      0,     11,      7
   701,      6,      7,      8
   702,     -2,     12,     11
   703,      1,      9,      5
   704,      3,      9,      3
   705,      3,      8,      5
   706,      0,     12,      4
   707,     -3,     10,      8
   708,      2,     12,      4
   709,     -1,     11,      3
   710,      6,      9,      8
   711,      0,     13,      6
   712,      4,     14,      4
   713,      1,     14,      7
   714,      2,     17,      6
   715,      2,     15,      9
   716,      4,     11,      9
   717,      0,     16,     10
   718,      4,     15,      7
   719,     -1,     21,      6
   720,      4,     16,      9
   721,     -1,     16,      5
   722,     -5,     16,     10
   723,      0,     21,      4
   724,      0,     17,      8
   725,      2,     17,     10
   726,      2,     17,      9
   727,     -2,     13,      6
   728,      2,     18,      4
   729,     -2,     18,      6
   730,     -1,     18,     11
   731,     -1,     22,      9
   732,     -2,     23,     12
   733,      1,     21,      5
   734,      2,     18,      2
   735,      4,     18,     12
   736,      1,     17,      4
   737,      2,     19,     12
   738,     -1,     25,      8
   739,      0,      7,      3
   740,     22,      6,     -2
   741,     19,      7,     -5
   742,     22,     10,      2
   743,     26,      6,     -3
   744,     23,      7,      2
   745,     24,     12,     -2
   746,     27,     16,     -1
   747,     24,      7,     -3
   748,     25,      5,     -4
   749,     28,      5,      3
   750,     29,      9,     -2
   751,     26,      7,     -7
   752,     31,      8,     -5
   753,     32,      0,     -4
   754,     29,      2,      0
   755,     31,     11,     -4
   756,     28,     11,     -6
   757,     30,      1,     -5
   758,     37,      6,     -6
   759,     35,      5,      1
   760,     32,      6,     -3
   761,     37,      8,     -6
   762,     37,      5,     -5
   763,     40,      1,     -4
   764,     39,      5,     -3
   765,     42,      3,     -4
   766,     35,      7,     -4
   767,     45,      3,     -7
   768,     46,      3,     -2
   769,     44,     -2,     -2
   770,     43,      4,     -7
   771,     42,      5,     -6
   772,     39,      1,     -7
   773,     45,      2,     -2
   774,     47,      2,     -2
   775,     46,     -2,     -4
   776,     46,      6,     -2
   777,     48,      4,     -3
   778,     48,     -7,     -1
   779,     48,      1,      0
   780,     45,     -1,     -5
   781,     48,      0,      2
   782,     51,     -6,      1
   783,     55,     -3,     -2
   784,     49,    -10,      2
   785,     52,      3,     -3
   786,     51,     -7,      0
   787,     49,     -7,     -2
   788,     60,     -7,     -5
   789,     57,     -5,      1
   790,     51,     -5,     -4
   791,     54,     -6,     -2
   792,     54,     -7,     -4
   793,     58,     -9,      0
   794,     56,     -7,      2
   795,     57,     -9,     -2
   796,     56,     -8,     -1
   797,     53,     -9,     -4
   798,     60,    -13,      4
   799,     59,    -11,      4
   800,     56,    -10,     -2
   801,     60,    -11,     -2
   802,     56,     -9,      1
   803,     55,     -9,     -1
   804,     57,    -12,      3
   805,     57,    -10,      1
   806,     59,    -11,      1
   807,     61,    -11,      1
   808,     66,    -13,     -2
   809,     62,    -14,      4
   810,     63,    -11,      0
   811,     61,    -13,      4
   812,     64,    -12,      3
   813,     66,    -18,      3
   814,     64,    -17,      6
   815,     61,    -16,     -1
   816,     64,    -14,     -2
   817,     61,    -13,      0
   818,     68,    -20,      1
   819,     62,    -12,      7
   820,     62,    -16,     10
   821,     59,    -15,      2
   822,     64,    -13,      0
   823,     66,    -17,      1
   824,     64,    -13,      6
   825,     62,    -13,      3
   826,     60,    -17,      3
   827,     61,    -17,      2
   828,     65,    -21,      2
   829,     66,    -16,      7
   830,     65,    -15,      2
   831,     64,     -4,      2
   832,     65,    -14,      2
   833,     62,    -15,      6
   834,     63,    -17,      4
   835,     64,    -16,      3
   836,     62,    -19,      3
   837,     60,    -12,      6
   838,     60,    -15,      2
   839,     59,    -15,      4
   840,     58,    -12,      3
   841,     62,    -14,      2
   842,     59,    -15,      4
   843,     59,    -18,      6
   844,     57,    -16,      9
   845,     58,    -13,     -4
   846,     55,     -8,     -2
   847,     56,    -11,     -1
   848,     59,    -15,      3
   849,     55,    -15,     -1
   850,     53,    -14,      0
   851,     56,    -14,      0
   852,     52,    -16,      2
   853,     54,    -17,      4
   854,     53,    -19,      9
   855,     49,    -12,      7
   856,     50,    -10,     -4
   857,     47,    -14,      0
   858,     49,    -12,     -1
   859,     49,    -14,      3
   860,     42,    -11,      1
   861,     45,    -10,     -2
   862,     44,     -9,     -3
   863,     48,    -13,      2
   864,     43,     -9,      4
   865,     43,    -10,      0
   866,     39,     -5,      2
   867,     39,     -3,     -1
   868,     46,    -10,      7
   869,     40,     -5,      8
   870,     43,     -2,      7
   871,     39,     -1,      0
   872,     42,     -8,      3
   873,     37,     -9,      1
   874,     35,     -8,      7
   875,     34,     -2,      3
   876,     31,     -5,      1
   877,     39,     -1,      2
   878,     33,     -8,      2
   879,     34,     -9,      9
   880,     31,     -4,      8
   881,     32,     -2,     -2
   882,     34,      1,      4
   883,     32,     -3,      4
   884,     33,     -6,      4
   885,     34,     -3,     -1
   886,     30,     -6,      6
   887,     -3,      6,     32
   888,     -7,      6,     28
   889,     -7,     11,     23
   890,      0,      7,     30
   891,      1,      3,     26
   892,      6,      0,     30
   893,     -5,      4,     29
   894,     -1,      7,     27
   895,     -1,      6,     28
   896,     -2,      1,     25
   897,      1,      3,     25
   898,     -2,      5,     22
   899,     -4,      8,     20
   900,      1,      7,     24
   901,      2,      4,     23
   902,      1,      7,     26
   903,     -3,      8,     22
   904,     -2,     10,     21
   905,      4,      7,     20
   906,      8,      4,     17
   907,      4,      5,     18
   908,      3,      3,     20
   909,      3,      8,     18
   910,      6,      7,     18
   911,      4,      8,     17
   912,      5,      2,     21
   913,      2,      6,     15
   914,      4,      9,     11
   915,      5,     13,     15
   916,      5,      6,     15
   917,      9,      6,     12
   918,      4,      2,     11
   919,      2,     11,     12
   920,      6,      6,      9
   921,      6,      9,     11
   922,      2,      7,     15
   923,      3,      6,      5
   924,      2,     11,      9
   925,      6,     11,      5
   926,      9,      7,      7
   927,     12,      8,     10
   928,      6,      5,     10
   929,      4,     12,      4
   930,     10,      7,     12
   931,     10,      5,      0
   932,      6,      6,      3
   933,      4,      4,      3
   934,      6,      9,      7
   935,      5,      5,      1
   936,      6,      6,      6
   937,      7,     10,     11
   938,     -1,      6,      4
   939,      5,     11,      3
   940,      7,      8,      0
   941,     11,      3,      0
   942,      8,      7,      0
   943,      7,      8,      0
   944,      5,      6,     -4
   945,      8,      4,     -2
   946,      7,      5,     -1
   947,      9,      0,      1
   948,      8,      4,      2
   949,      1,      9,     -4
   950,      6,      4,      1
   951,      9,      1,     -6
   952,      3,     10,     -5
   953,     -2,      3,      0
   954,     -4,      8,     -4
   955,      4,      7,     -7
   956,      6,     10,     -7
   957,      2,      7,     -4
   958,      6,     10,     -9
   959,     -2,      9,     -7
   960,      6,      5,     -2
   961,      9,      0,    -10
   962,      5,      7,     -5
   963,      5,      5,    -10
   964,      0,      8,    -10
   965,      6,      6,     -7
   966,      8,      1,     -4
   967,      7,      6,     -6
   968,     -5,      8,     -9
   969,      2,      6,     -7
   970,     12,      8,    -10
   971,      7,      2,     -8
   972,      5,      1,     -5
   973,     -2,      9,     -8
   974,      2,      8,    -10
   975,      5,      5,    -11
   976,      7,     -1,    -10
   977,      8,      6,    -12
   978,      2,      1,     -9
   979,      3,     10,    -14
   980,      6,      8,    -12
   981,      3,      5,    -16
   982,     -2,      4,     -9
   983,      1,      6,    -11
   984,      4,      4,    -17
   985,      6,      1,    -14
   986,      6,      0,    -15
   987,      0,      1,    -13
   988,      3,      0,    -16
   989,      1,      9,    -18
   990,      4,      6,    -18
   991,      2,      1,    -18
   992,      4,     -1,    -16
   993,      0,      7,    -17
   994,      3,      8,    -18
   995,      2,      3,    -13
   996,      7,      4,    -18
   997,      4,      6,    -17
   998,      3,      1,    -15
   999,      3,      4,    -20
  1000,      6,      0,    -21
  1001,      1,     -1,    -20
  1002,      3,     -4,    -18
  1003,      5,      6,    -20
  1004,      1,     -1,    -22
  1005,      4,      4,    -22
  1006,      3,     -2,    -22
  1007,      2,     -1,    -24
  1008,      2,      1,    -23
  1009,     -3,      5,    -24
  1010,      3,      0,    -27
  1011,      2,     -2,    -27
  1012,      5,     -4,    -25
  1013,      1,     -5,    -25
  1014,     -2,      1,    -27
  1015,      9,     -1,    -28
  1016,     10,     -4,    -26
  1017,      2,     -1,    -26
  1018,      3,      0,    -28
  1019,     -3,      1,    -27
  1020,      1,     -1,    -26
  1021,      5,     -4,    -27
  1022,      6,     -4,    -24
  1023,     -2,     -3,    -24
  1024,      1,      0,    -31
  1025,      5,     -1,    -29
  1026,      5,     -1,    -29
  1027,      5,     -2,    -29
  1028,      4,     -4,    -30
  1029,      1,      0,    -33
  1030,      5,     -3,    -32
  1031,      1,     -7,    -34
  1032,      1,     -6,    -37
  1033,      0,     -4,    -35
  1034,      0,      1,      4
  1035,     -5,    -35,      1
  1036,     -8,    -33,     -1
  1037,     -8,    -39,     -1
  1038,      4,    -39,      7
  1039,     -3,    -40,      6
  1040,     -5,    -39,      3
  1041,    -10,    -32,      9
  1042,     -3,    -36,     -3
  1043,     -8,    -38,      2
  1044,     -7,    -40,      4
  1045,     -7,    -40,      3
  1046,     -8,    -36,      3
